BatchNumber,TrayNumber,FlyID,LineNumber,Sex,n_Week1Day1,rBias_Week1Day1,n_Week1Day2,rBias_Week1Day2,n_Week1Day3,rBias_Week1Day3,n_Week2Day1,rBias_Week2Day1,n_Week2Day2,rBias_Week2Day2,n_Week2Day3,rBias_Week2Day3,n_Week3Day1,rBias_Week3Day1,n_Week3Day2,rBias_Week3Day2,n_Week3Day3,rBias_Week3Day3
1,2,69,0,0,-1,NaN,-1,NaN,1,NaN,18,0.529411764705882,-1,NaN,1,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,70,0,0,-1,NaN,-1,NaN,-1,NaN,4,0.333333333333333,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,71,0,0,-1,NaN,-1,NaN,0,NaN,12,0.545454545454545,-1,NaN,1,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,72,0,0,-1,NaN,-1,NaN,1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,73,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,74,0,0,-1,NaN,-1,NaN,0,NaN,15,0.428571428571429,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
1,2,75,0,0,-1,NaN,-1,NaN,1,NaN,12,0.545454545454545,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,76,0,0,-1,NaN,-1,NaN,0,NaN,10,0.444444444444444,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,77,0,0,-1,NaN,-1,NaN,1,NaN,8,0.428571428571429,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,78,0,0,-1,NaN,-1,NaN,1,NaN,32,0.483870967741935,-1,NaN,2,1,-1,NaN,-1,NaN,-1,NaN
1,2,79,0,0,-1,NaN,-1,NaN,1,NaN,19,0.5,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN
1,2,80,0,0,-1,NaN,-1,NaN,0,NaN,8,0.428571428571429,-1,NaN,0,NaN,0,NaN,-1,NaN,-1,NaN
1,2,81,0,0,-1,NaN,-1,NaN,1,NaN,30,0.482758620689655,-1,NaN,0,NaN,0,NaN,-1,NaN,-1,NaN
1,2,82,0,0,-1,NaN,-1,NaN,1,NaN,2,1,-1,NaN,0,NaN,0,NaN,-1,NaN,-1,NaN
1,2,83,0,0,-1,NaN,-1,NaN,1,NaN,0,NaN,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
1,2,84,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,85,0,0,9,0.5,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
1,2,86,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,87,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
1,2,88,0,0,-1,NaN,-1,NaN,1,NaN,0,NaN,-1,NaN,-1,NaN,2,1,-1,NaN,-1,NaN
1,2,89,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
1,2,90,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,2,1,-1,NaN,-1,NaN
1,2,91,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
1,2,92,0,0,-1,NaN,-1,NaN,0,NaN,1,NaN,-1,NaN,-1,NaN,2,0,-1,NaN,-1,NaN
1,2,93,0,0,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,94,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,95,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
1,2,96,0,0,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
2,1,1,105,0,176,0.417142857142857,390,0.365038560411311,186,0.502702702702703,487,0.360082304526749,638,0.34850863422292,547,0.282051282051282,182,0.50828729281768,573,0.480769230769231,287,0.611888111888112
2,1,2,105,0,228,0.422907488986784,1179,0.435483870967742,417,0.475961538461538,233,0.40948275862069,274,0.593406593406593,861,0.383720930232558,79,0.564102564102564,434,0.510392609699769,-1,NaN
2,1,3,105,0,977,0.714139344262295,710,0.242595204513399,519,0.658301158301158,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,4,105,0,283,0.340425531914894,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,5,105,0,332,0.3202416918429,921,0.523913043478261,179,0.623595505617977,556,0.513513513513513,208,0.584541062801932,626,0.496,454,0.445916114790287,15,0.428571428571429,44,0.558139534883721
2,1,6,105,0,545,0.433823529411765,904,0.400885935769657,17,0.0625,359,0.444134078212291,61,0.616666666666667,686,0.385401459854015,469,0.416666666666667,723,0.198060941828255,10,0.777777777777778
2,1,7,105,0,1225,0.581699346405229,996,0.544723618090452,31,0.566666666666667,139,0.311594202898551,21,0.15,482,0.251559251559252,317,0.281645569620253,332,0.525679758308157,289,0.340277777777778
2,1,8,105,0,735,0.460490463215259,993,0.560483870967742,280,0.577060931899642,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,9,105,0,825,0.497572815533981,1219,0.513136288998358,493,0.542682926829268,862,0.537746806039489,217,0.657407407407407,392,0.734015345268542,662,0.6732223903177,224,0.68609865470852,-1,NaN
2,1,10,105,0,786,0.574522292993631,1008,0.485600794438928,728,0.485557083906465,833,0.670673076923077,713,0.498595505617978,910,0.53025302530253,589,0.469387755102041,906,0.453038674033149,19,0.388888888888889
2,1,11,105,0,765,0.422774869109948,659,0.448328267477204,169,0.464285714285714,533,0.406015037593985,357,0.328651685393258,562,0.36541889483066,303,0.407284768211921,456,0.463736263736264,164,0.276073619631902
2,1,12,105,0,409,0.602941176470588,721,0.395833333333333,40,0.461538461538462,528,0.470588235294118,474,0.484143763213531,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,13,105,0,1124,0.452359750667854,1462,0.40041067761807,246,0.440816326530612,1077,0.41635687732342,722,0.396671289875173,864,0.442641946697567,931,0.317204301075269,733,0.345628415300546,145,0.368055555555556
2,1,14,105,0,571,0.363157894736842,990,0.614762386248736,91,0.533333333333333,800,0.556946182728411,281,0.714285714285714,888,0.640360766629087,693,0.734104046242775,485,0.721074380165289,334,0.612612612612613
2,1,15,105,0,935,0.470021413276231,935,0.546038543897216,197,0.586734693877551,794,0.445145018915511,490,0.427402862985685,1026,0.525853658536585,476,0.425263157894737,-1,NaN,-1,NaN
2,1,16,105,0,545,0.455882352941176,737,0.252717391304348,46,0.511111111111111,702,0.634807417974322,64,0.555555555555556,664,0.6289592760181,575,0.702090592334495,140,0.489208633093525,-1,NaN
2,1,17,105,0,649,0.748456790123457,1142,0.394390885188431,0,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
2,1,18,105,0,502,0.500998003992016,286,0.178947368421053,19,0.333333333333333,52,0.509803921568627,82,0.45679012345679,512,0.332681017612524,31,0.366666666666667,165,0.445121951219512,123,0.344262295081967
2,1,19,105,0,1459,0.563100137174211,1161,0.644827586206897,584,0.389365351629503,1481,0.647297297297297,547,0.628205128205128,1122,0.541480820695807,390,0.616966580976864,550,0.728597449908925,-1,NaN
2,1,20,105,0,400,0.448621553884712,1145,0.684440559440559,557,0.602517985611511,427,0.584507042253521,138,0.518248175182482,804,0.166874221668742,0,NaN,-1,NaN,-1,NaN
2,1,21,105,0,334,0.429429429429429,351,0.58,253,0.575396825396825,616,0.473170731707317,176,0.537142857142857,-1,NaN,0,NaN,-1,NaN,-1,NaN
2,1,22,105,0,488,0.474332648870637,452,0.370288248337029,559,0.50179211469534,938,0.425827107790822,205,0.57843137254902,603,0.737541528239203,517,0.439922480620155,-1,NaN,-1,NaN
2,1,23,105,0,939,0.550106609808102,383,0.615183246073298,67,0.409090909090909,107,0.528301886792453,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,24,105,0,760,0.545454545454545,1012,0.528189910979229,261,0.569230769230769,648,0.525502318392581,119,0.584745762711864,729,0.483516483516484,626,0.5824,732,0.566347469220246,353,0.508522727272727
2,1,25,105,0,226,0.315555555555556,1052,0.751665080875357,720,0.662030598052851,914,0.325301204819277,488,0.447638603696099,83,0.280487804878049,-1,NaN,-1,NaN,-1,NaN
2,1,26,105,0,736,0.356462585034014,1298,0.372397841171935,80,0.177215189873418,744,0.399730820995962,5,0.25,763,0.532808398950131,366,0.586301369863014,375,0.390374331550802,-1,NaN
2,1,27,105,0,1240,0.461662631154157,1192,0.478589420654912,716,0.483916083916084,871,0.474712643678161,477,0.361344537815126,632,0.412044374009509,760,0.470355731225296,782,0.425096030729834,314,0.319488817891374
2,1,28,105,0,638,0.427001569858713,1088,0.396504139834407,363,0.422651933701657,370,0.457994579945799,454,0.375275938189845,737,0.448369565217391,796,0.70062893081761,699,0.51432664756447,246,0.604081632653061
2,1,29,105,0,909,0.435022026431718,814,0.462484624846248,487,0.335390946502058,646,0.351937984496124,516,0.553398058252427,916,0.330054644808743,696,0.244604316546763,655,0.290519877675841,774,0.234152652005175
2,1,30,105,0,935,0.474304068522484,1189,0.285353535353535,499,0.417670682730924,678,0.388478581979321,590,0.278438030560272,990,0.32355915065723,668,0.293853073463268,765,0.295811518324607,-1,NaN
2,1,31,105,0,1053,0.543726235741445,1181,0.564406779661017,561,0.526785714285714,454,0.443708609271523,367,0.245901639344262,842,0.455410225921522,396,0.253164556962025,513,0.5078125,1,NaN
2,1,32,105,0,364,0.62534435261708,405,0.425742574257426,123,0.532786885245902,488,0.642710472279261,111,0.690909090909091,695,0.489913544668588,555,0.73826714801444,671,0.850746268656716,77,0.881578947368421
2,1,33,105,0,662,0.53857791225416,191,0.368421052631579,105,0.480769230769231,-1,NaN,-1,NaN,-1,NaN,1,NaN,0,NaN,-1,NaN
2,1,34,105,0,188,0.213903743315508,98,0.536082474226804,111,0.854545454545454,-1,NaN,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN
2,1,35,105,0,583,0.410652920962199,831,0.397590361445783,371,0.527027027027027,449,0.46875,344,0.326530612244898,394,0.569974554707379,381,0.721052631578947,546,0.644036697247706,-1,NaN
2,1,36,105,0,786,0.574522292993631,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,37,105,0,167,0.337349397590361,177,0.857954545454545,264,0.577946768060836,137,0.816176470588235,258,0.642023346303502,525,0.534351145038168,225,0.875,-1,NaN,-1,NaN
2,1,38,105,0,586,0.504273504273504,935,0.486081370449679,271,0.514814814814815,474,0.372093023255814,73,0.333333333333333,967,0.467908902691511,-1,NaN,-1,NaN,-1,NaN
2,1,39,105,0,838,0.323775388291517,1115,0.526929982046679,409,0.419117647058824,657,0.478658536585366,139,0.347826086956522,854,0.611957796014068,760,0.654808959156785,760,0.58498023715415,508,0.343195266272189
2,1,40,105,0,691,0.476811594202899,783,0.493606138107417,553,0.630434782608696,-1,NaN,-1,NaN,-1,NaN,3,0.5,2,1,-1,NaN
2,1,41,105,0,897,0.375,1086,0.663594470046083,440,0.528473804100228,204,0.467980295566502,156,0.438709677419355,760,0.504611330698287,616,0.482926829268293,904,0.452934662236988,385,0.484375
2,1,42,105,0,202,0.313432835820896,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,2,1,1,NaN,-1,NaN
2,1,43,105,0,655,0.415902140672783,389,0.311855670103093,256,0.501960784313725,-1,NaN,-1,NaN,-1,NaN,4,0.666666666666667,1,NaN,-1,NaN
2,1,44,105,0,660,0.344461305007587,367,0.306010928961749,48,0.531914893617021,67,0.378787878787879,121,0.358333333333333,1134,0.675198587819947,621,0.401612903225806,446,0.680898876404494,539,0.827137546468402
2,1,45,105,0,762,0.584756898817346,788,0.449809402795426,562,0.527629233511586,812,0.598027127003699,390,0.588688946015424,745,0.634408602150538,684,0.592972181551977,-1,NaN,-1,NaN
2,1,46,105,0,338,0.537091988130564,798,0.488080301129235,526,0.36,455,0.403083700440529,257,0.515625,468,0.554603854389722,530,0.444234404536862,492,0.480651731160896,68,0.477611940298507
2,1,47,105,0,909,0.386563876651982,543,0.455719557195572,153,0.592105263157895,207,0.567961165048544,291,0.427586206896552,564,0.27708703374778,508,0.670611439842209,388,0.217054263565891,461,0.708695652173913
2,1,48,105,0,932,0.416756176154672,264,0.452471482889734,446,0.523595505617978,499,0.467871485943775,475,0.582278481012658,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,49,45,0,114,0.345132743362832,680,0.245949926362297,457,0.513157894736842,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,50,45,0,626,0.4768,496,0.507070707070707,422,0.380047505938242,592,0.321489001692047,511,0.268627450980392,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,51,45,0,866,0.530635838150289,864,0.448435689455388,772,0.407263294422827,704,0.594594594594595,753,0.476063829787234,899,0.648106904231626,588,0.890971039182283,487,0.769547325102881,588,0.17717206132879
2,1,52,45,0,802,0.534332084893883,959,0.536534446764092,848,0.565525383707202,-1,NaN,-1,NaN,-1,NaN,2,1,-1,NaN,-1,NaN
2,1,53,45,0,-1,NaN,-1,NaN,1,NaN,-1,NaN,-1,NaN,-1,NaN,2,1,2,0,-1,NaN
2,1,54,45,0,875,0.67162471395881,490,0.425357873210634,509,0.55511811023622,977,0.742827868852459,-1,NaN,-1,NaN,3,0,2,0,-1,NaN
2,1,55,45,0,139,0.478260869565217,665,0.442771084337349,359,0.466480446927374,482,0.515592515592516,0,NaN,-1,NaN,2,1,2,0,-1,NaN
2,1,56,45,0,141,0.492857142857143,551,0.630909090909091,398,0.357682619647355,791,0.886075949367089,382,0.68503937007874,615,0.794788273615635,484,0.726708074534162,659,0.886018237082067,370,0.737127371273713
2,1,57,45,0,948,0.697993664202746,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,1,NaN,0,NaN,-1,NaN
2,1,58,45,0,675,0.439169139465875,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
2,1,59,45,0,151,0.533333333333333,703,0.433048433048433,232,0.454545454545455,511,0.486274509803922,476,0.448421052631579,-1,NaN,0,NaN,-1,NaN,-1,NaN
2,1,60,45,0,848,0.415584415584416,519,0.345559845559846,341,0.567647058823529,648,0.591962905718702,633,0.479430379746835,929,0.476293103448276,560,0.586762075134168,375,0.451871657754011,-1,NaN
2,1,61,45,0,947,0.492600422832981,700,0.467811158798283,568,0.567901234567901,678,0.605612998522895,589,0.503401360544218,719,0.643454038997215,513,0.51171875,603,0.629568106312292,429,0.521028037383178
2,1,62,45,0,286,0.673684210526316,774,0.529107373868047,476,0.55578947368421,667,0.472972972972973,437,0.646788990825688,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,63,45,0,1088,0.320147194112236,1013,0.320158102766798,555,0.581227436823105,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,64,45,0,686,0.535766423357664,848,0.525383707201889,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,1,NaN,-1,NaN
2,1,65,45,0,811,0.488888888888889,877,0.457762557077626,663,0.52416918429003,920,0.46354733405876,687,0.322157434402332,966,0.321243523316062,323,0.372670807453416,0,NaN,-1,NaN
2,1,66,45,0,238,0.675105485232067,650,0.534668721109399,0,NaN,-1,NaN,-1,NaN,-1,NaN,1,NaN,0,NaN,-1,NaN
2,1,67,45,0,695,0.585014409221902,-1,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,1,NaN,0,NaN,-1,NaN
2,1,68,45,0,656,0.453435114503817,571,0.570175438596491,333,0.536144578313253,483,0.539419087136929,367,0.524590163934426,773,0.498704663212435,0,NaN,0,NaN,-1,NaN
2,1,69,45,0,68,0.313432835820896,226,0.542222222222222,250,0.562248995983936,568,0.440917107583774,438,0.439359267734554,632,0.640253565768621,559,0.401433691756272,508,0.597633136094675,438,0.583524027459954
2,1,70,45,0,703,0.515669515669516,696,0.686330935251799,412,0.552311435523114,393,0.602040816326531,525,0.629770992366412,0,NaN,0,NaN,-1,NaN,-1,NaN
2,1,71,45,0,1069,0.536516853932584,418,0.6810551558753,421,0.564285714285714,910,0.567656765676568,596,0.515966386554622,760,0.503293807641634,380,0.453825857519789,452,0.496674057649667,368,0.411444141689373
2,1,72,45,0,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,73,45,0,890,0.438695163104612,444,0.503386004514673,422,0.543942992874109,851,0.603529411764706,603,0.553156146179402,675,0.497032640949555,483,0.553941908713693,685,0.5,644,0.556765163297045
2,1,74,45,0,637,0.547169811320755,778,0.606177606177606,600,0.580968280467446,708,0.693069306930693,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,75,45,0,803,0.44139650872818,709,0.656779661016949,633,0.572784810126582,673,0.578869047619048,691,0.563768115942029,813,0.54679802955665,746,0.473825503355705,700,0.682403433476395,533,0.406015037593985
2,1,76,45,0,977,0.543032786885246,973,0.594650205761317,802,0.474406991260924,594,0.600337268128162,812,0.367447595561036,850,0.448763250883392,562,0.547237076648841,660,0.546282245827011,552,0.3502722323049
2,1,77,45,0,875,0.287185354691076,883,0.515873015873016,532,0.525423728813559,866,0.691329479768786,589,0.812925170068027,742,0.49527665317139,487,0.395061728395062,537,0.326492537313433,456,0.61978021978022
2,1,78,45,0,748,0.443105756358768,778,0.384813384813385,760,0.30961791831357,-1,NaN,-1,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN
2,1,79,45,0,1087,0.507366482504604,741,0.695945945945946,535,0.48689138576779,657,0.486280487804878,505,0.490079365079365,756,0.329801324503311,554,0.403254972875226,541,0.394444444444444,425,0.344339622641509
2,1,80,45,0,622,0.494363929146538,402,0.561097256857855,484,0.58592132505176,588,0.55366269165247,404,0.622828784119107,587,0.726962457337884,378,0.708222811671088,336,0.617910447761194,-1,NaN
2,1,81,45,0,227,0.460176991150442,411,0.409756097560976,597,0.427852348993289,833,0.693509615384615,752,0.697736351531292,844,0.623962040332147,730,0.371742112482853,770,0.494148244473342,558,0.612208258527828
2,1,82,45,0,601,0.46,539,0.516728624535316,752,0.375499334221039,586,0.562393162393162,399,0.633165829145729,454,0.520971302428256,385,0.4296875,413,0.504854368932039,-1,NaN
2,1,83,45,0,781,0.635897435897436,644,0.581648522550544,345,0.482558139534884,569,0.466549295774648,644,0.493001555209953,818,0.567931456548348,422,0.520190023752969,488,0.455852156057495,343,0.596491228070175
2,1,84,45,0,811,0.425925925925926,827,0.319612590799031,611,0.662295081967213,553,0.605072463768116,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,85,45,0,584,0.449399656946827,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,86,45,0,145,0.402777777777778,370,0.655826558265583,539,0.557620817843866,707,0.505665722379603,509,0.496062992125984,785,0.414540816326531,423,0.445497630331754,571,0.433333333333333,496,0.523232323232323
2,1,87,45,0,796,0.528301886792453,899,0.489977728285078,703,0.541310541310541,447,0.517937219730942,639,0.528213166144201,851,0.614117647058824,644,0.573872472783826,-1,NaN,-1,NaN
2,1,88,45,0,850,0.568904593639576,735,0.50408719346049,519,0.528957528957529,791,0.560759493670886,746,0.614765100671141,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,1,89,45,0,758,0.597093791281374,893,0.39237668161435,741,0.421621621621622,672,0.46795827123696,542,0.500924214417745,951,0.36,623,0.463022508038585,722,0.452149791955617,483,0.535269709543568
2,1,90,45,0,701,0.518571428571429,742,0.446693657219973,723,0.42797783933518,894,0.609182530795073,713,0.578651685393258,841,0.545238095238095,610,0.443349753694581,571,0.492982456140351,486,0.457731958762887
2,1,91,45,0,579,0.262975778546713,861,0.361627906976744,716,0.383216783216783,644,0.186625194401244,826,0.406060606060606,1079,0.282003710575139,-1,NaN,-1,NaN,-1,NaN
2,1,92,45,0,451,0.293333333333333,531,0.415094339622642,347,0.505780346820809,370,0.341463414634146,433,0.388888888888889,501,0.36,388,0.493540051679587,-1,NaN,-1,NaN
2,1,93,45,0,798,0.614805520702635,694,0.564213564213564,453,0.535398230088496,546,0.475229357798165,57,0.553571428571429,1005,0.592629482071713,-1,NaN,-1,NaN,-1,NaN
2,1,94,45,0,702,0.373751783166904,660,0.339908952959029,187,0.397849462365591,680,0.215022091310751,309,0.308441558441558,648,0.319938176197836,325,0.305555555555556,261,0.288461538461538,124,0.609756097560976
2,1,95,45,0,854,0.590855803048066,857,0.335280373831776,819,0.591687041564792,771,0.476623376623377,674,0.325408618127786,904,0.49390919158361,535,0.548689138576779,590,0.468590831918506,424,0.482269503546099
2,1,96,45,0,528,0.436432637571158,745,0.532258064516129,264,0.665399239543726,695,0.553314121037464,550,0.553734061930783,844,0.556346381969158,599,0.545150501672241,648,0.547140649149923,542,0.576709796672828
2,2,1,208,0,128,0.551181102362205,119,0.728813559322034,1031,0.647572815533981,NaN,NaN,33,0.375,186,0.508108108108108,900,0.421579532814238,806,0.490683229813665,242,0.402489626556017
2,2,2,208,0,787,0.487277353689567,50,0.755102040816326,1241,0.468548387096774,NaN,NaN,69,0.602941176470588,884,0.485843714609287,740,0.581867388362652,663,0.54380664652568,19,0.5
2,2,3,208,0,3,0,9,0.5,590,0.509337860780985,NaN,NaN,249,0.633064516129032,26,0.36,382,0.288713910761155,171,0.558823529411765,257,0.27734375
2,2,4,208,0,0,NaN,47,0.58695652173913,771,0.512987012987013,NaN,NaN,0,NaN,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,2,5,208,0,12,0.909090909090909,49,0.583333333333333,719,0.647632311977716,NaN,NaN,689,0.568313953488372,202,0.671641791044776,535,0.550561797752809,706,0.547517730496454,74,0.547945205479452
2,2,6,208,0,1359,0.590574374079529,3,0.5,1059,0.517958412098299,NaN,NaN,795,0.502518891687657,679,0.511799410029499,344,0.256559766763848,726,0.864827586206897,108,0.280373831775701
2,2,7,208,0,1171,0.6,10,0.444444444444444,927,0.56695464362851,NaN,NaN,773,0.612694300518135,583,0.475945017182131,3,0.5,-1,NaN,-1,NaN
2,2,8,208,0,996,0.492462311557789,247,0.58130081300813,786,0.535031847133758,NaN,NaN,106,0.495238095238095,37,0.361111111111111,179,0.426966292134831,984,0.495422177009156,-1,NaN
2,2,9,208,0,849,0.672169811320755,591,0.705084745762712,1004,0.630109670987039,NaN,NaN,259,0.449612403100775,644,0.598755832037325,3,0.5,-1,NaN,-1,NaN
2,2,10,208,0,3,0.5,12,0.454545454545455,304,0.541254125412541,NaN,NaN,803,0.516209476309227,551,0.469090909090909,17,0.25,683,0.536656891495601,13,0.5
2,2,11,208,0,443,0.529411764705882,2,0,-1,NaN,NaN,NaN,-1,NaN,-1,NaN,0,NaN,-1,NaN,-1,NaN
2,2,12,208,0,652,0.391705069124424,91,0.544444444444444,647,0.605263157894737,NaN,NaN,385,0.5078125,-1,NaN,-1,NaN,-1,NaN,-1,NaN
2,2,13,208,0,55,0.425925925925926,15,0.571428571428571,74,0.438356164383562,NaN,NaN,24,0.434782608695652,24,0.304347826086957,96,0.452631578947368,99,0.561224489795918,20,0.421052631578947
2,2,14,208,0,696,0.705035971223022,369,0.690217391304348,859,0.67016317016317,NaN,NaN,44,0.674418604651163,216,0.618604651162791,403,0.661691542288557,506,0.718811881188119,248,0.773279352226721
2,2,15,208,0,247,0.394308943089431,77,0.539473684210526,326,0.449230769230769,NaN,NaN,121,0.525,19,0.611111111111111,322,0.632398753894081,149,0.493243243243243,-1,NaN
2,2,16,208,0,799,0.344611528822055,403,0.487562189054726,930,0.470398277717976,NaN,NaN,271,0.596296296296296,41,0.625,11,0.5,-1,NaN,-1,NaN
2,2,17,208,0,11,0.6,23,0.5,835,0.568345323741007,NaN,NaN,298,0.356902356902357,85,0.55952380952381,967,0.563146997929607,470,0.507462686567164,621,0.52741935483871
2,2,18,208,0,1272,0.35405192761605,1021,0.454901960784314,966,0.361658031088083,NaN,NaN,701,0.472857142857143,1040,0.554379210779596,885,0.480769230769231,-1,NaN,-1,NaN
2,2,19,208,0,1319,0.611532625189681,976,0.551794871794872,1025,0.607421875,NaN,NaN,705,0.413352272727273,-1,NaN,2,0,-1,NaN,-1,NaN
2,2,20,208,0,24,0.434782608695652,14,0.461538461538462,544,0.38121546961326,NaN,NaN,-1,NaN,-1,NaN,5,0.75,-1,NaN,-1,NaN
2,2,21,208,0,549,0.332116788321168,336,0.405970149253731,658,0.426179604261796,NaN,NaN,10,0.444444444444444,13,0.333333333333333,61,0.516666666666667,37,0.611111111111111,494,0.462474645030426
2,2,22,208,0,17,0.625,55,0.685185185185185,104,0.553398058252427,NaN,NaN,305,0.536184210526316,646,0.491472868217054,660,0.450682852807284,601,0.403333333333333,11,0.5
2,2,23,208,0,570,0.652021089630931,47,0.521739130434783,147,0.657534246575342,NaN,NaN,135,0.567164179104478,38,0.486486486486487,461,0.532608695652174,31,0.7,34,0.545454545454545
2,2,24,208,0,5,0.75,8,0.571428571428571,63,0.612903225806452,NaN,NaN,157,0.467948717948718,55,0.574074074074074,76,0.44,146,0.544827586206897,14,0.692307692307692
2,2,25,208,0,2,1,196,0.502564102564103,128,0.330708661417323,NaN,NaN,394,0.536895674300254,302,0.501661129568106,475,0.569620253164557,543,0.46309963099631,52,0.588235294117647
2,2,26,208,0,38,0.189189189189189,9,0.5,39,0.5,NaN,NaN,272,0.523985239852399,111,0.4,356,0.543661971830986,212,0.445497630331754,43,0.452380952380952
2,2,27,208,0,24,0.478260869565217,51,0.6,938,0.40128068303095,NaN,NaN,738,0.473541383989145,577,0.411458333333333,757,0.461640211640212,79,0.487179487179487,57,0.660714285714286
2,2,28,208,0,491,0.440816326530612,804,0.38854296388543,826,0.469090909090909,NaN,NaN,674,0.438335809806835,839,0.424821002386635,949,0.604430379746835,944,0.455991516436903,296,0.349152542372881
2,2,29,208,0,839,0.278042959427208,447,0.356502242152466,278,0.494584837545126,NaN,NaN,163,0.290123456790123,-1,NaN,13,0.5,-1,NaN,-1,NaN
2,2,30,208,0,67,0.621212121212121,512,0.569471624266145,875,0.537757437070938,NaN,NaN,189,0.526595744680851,19,0.555555555555556,752,0.596537949400799,-1,NaN,-1,NaN
2,2,31,208,0,1219,0.430213464696223,1177,0.524659863945578,820,0.401709401709402,NaN,NaN,-1,NaN,-1,NaN,19,0.5,-1,NaN,-1,NaN
2,2,32,208,0,853,0.438967136150235,0,NaN,1061,0.528301886792453,NaN,NaN,459,0.567685589519651,15,0.142857142857143,581,0.556896551724138,-1,NaN,-1,NaN
2,2,33,208,0,737,0.554347826086957,398,0.544080604534005,847,0.578014184397163,NaN,NaN,662,0.496217851739788,282,0.498220640569395,430,0.421911421911422,-1,NaN,0,NaN
