Flynum,Concentration,Cohort,Trial,Batch,Odor,Occupancy,Day,FlyIDConstant
13,0.39,3,1,4,Off,0.480281690140845,1,Yes
14,0.39,3,1,4,Off,0.464788732394366,1,Yes
15,0.39,3,1,4,Off,0.423943661971831,1,Yes
1,0.39,3,2,1,On,0.5,1,Yes
2,0.39,3,2,1,On,0.524793388429752,1,Yes
3,0.39,3,2,1,On,0.610192837465565,1,Yes
4,0.39,3,2,1,On,0.333333333333333,1,Yes
5,0.39,3,2,1,On,0.494490358126722,1,Yes
6,0.39,3,2,1,On,0.4366391184573,1,Yes
7,0.39,3,2,1,On,0.611570247933884,1,Yes
8,0.39,3,2,1,On,0.668044077134986,1,Yes
9,0.39,3,2,1,On,0.614325068870523,1,Yes
10,0.39,3,2,1,On,0.356749311294766,1,Yes
11,0.39,3,2,1,On,0.483471074380165,1,Yes
12,0.39,3,2,1,On,0.392561983471074,1,Yes
13,0.39,3,2,1,On,0.87603305785124,1,Yes
14,0.39,3,2,1,On,0.53168044077135,1,Yes
15,0.39,3,2,1,On,0.666666666666667,1,Yes
1,0.39,3,2,1,Off,0.373508353221957,1,Yes
2,0.39,3,2,1,Off,0.485680190930788,1,Yes
3,0.39,3,2,1,Off,0.494033412887828,1,Yes
4,0.39,3,2,1,Off,0.554892601431981,1,Yes
5,0.39,3,2,1,Off,0.520286396181384,1,Yes
6,0.39,3,2,1,Off,0.356801909307876,1,Yes
7,0.39,3,2,1,Off,0.418854415274463,1,Yes
8,0.39,3,2,1,Off,0.54653937947494,1,Yes
9,0.39,3,2,1,Off,0.579952267303103,1,Yes
10,0.39,3,2,1,Off,0.547732696897375,1,Yes
11,0.39,3,2,1,Off,0.606205250596659,1,Yes
12,0.39,3,2,1,Off,0.526252983293556,1,Yes
13,0.39,3,2,1,Off,0.552505966587112,1,Yes
14,0.39,3,2,1,Off,0.490453460620525,1,Yes
15,0.39,3,2,1,Off,0.491646778042959,1,Yes
1,0.39,3,2,2,On,0.113667117726658,1,Yes
2,0.39,3,2,2,On,0.388362652232747,1,Yes
3,0.39,3,2,2,On,0.556156968876861,1,Yes
4,0.39,3,2,2,On,0.354533152909337,1,Yes
5,0.39,3,2,2,On,0.687415426251691,1,Yes
6,0.39,3,2,2,On,0.504736129905277,1,Yes
7,0.39,3,2,2,On,0.239512855209743,1,Yes
8,0.39,3,2,2,On,0.484438430311231,1,Yes
9,0.39,3,2,2,On,0.204330175913396,1,Yes
10,0.39,3,2,2,On,0.49255751014885,1,Yes
11,0.39,3,2,2,On,0.450608930987821,1,Yes
12,0.39,3,2,2,On,0.194857916102842,1,Yes
13,0.39,3,2,2,On,0.374830852503383,1,Yes
14,0.39,3,2,2,On,0.200270635994587,1,Yes
15,0.39,3,2,2,On,0.382949932341001,1,Yes
1,0.39,3,2,2,Off,0.347305389221557,1,Yes
2,0.39,3,2,2,Off,0.604790419161677,1,Yes
3,0.39,3,2,2,Off,0.467065868263473,1,Yes
4,0.39,3,2,2,Off,0.55688622754491,1,Yes
5,0.39,3,2,2,Off,0.535329341317365,1,Yes
6,0.39,3,2,2,Off,0.491017964071856,1,Yes
7,0.39,3,2,2,Off,0.473053892215569,1,Yes
8,0.39,3,2,2,Off,0.48622754491018,1,Yes
9,0.39,3,2,2,Off,0.382035928143713,1,Yes
10,0.39,3,2,2,Off,0.584431137724551,1,Yes
11,0.39,3,2,2,Off,0.475449101796407,1,Yes
12,0.39,3,2,2,Off,0.427544910179641,1,Yes
13,0.39,3,2,2,Off,0.534131736526946,1,Yes
14,0.39,3,2,2,Off,0.308982035928144,1,Yes
15,0.39,3,2,2,Off,0.283832335329341,1,Yes
1,0.39,3,2,3,On,0.564137931034483,1,Yes
2,0.39,3,2,3,On,0.557241379310345,1,Yes
3,0.39,3,2,3,On,0.675862068965517,1,Yes
4,0.39,3,2,3,On,0.63448275862069,1,Yes
5,0.39,3,2,3,On,0.551724137931034,1,Yes
6,0.39,3,2,3,On,0.536551724137931,1,Yes
7,0.39,3,2,3,On,0.457931034482759,1,Yes
8,0.39,3,2,3,On,0.369655172413793,1,Yes
9,0.39,3,2,3,On,0.838620689655172,1,Yes
10,0.39,3,2,3,On,0.467586206896552,1,Yes
11,0.39,3,2,3,On,0.64551724137931,1,Yes
12,0.39,3,2,3,On,0.355862068965517,1,Yes
13,0.39,3,2,3,On,0.477241379310345,1,Yes
14,0.39,3,2,3,On,0.495172413793103,1,Yes
15,0.39,3,2,3,On,0.444137931034483,1,Yes
1,0.39,3,2,3,Off,0.540828402366864,1,Yes
2,0.39,3,2,3,Off,0.597633136094675,1,Yes
3,0.39,3,2,3,Off,0.654437869822485,1,Yes
4,0.39,3,2,3,Off,0.484023668639053,1,Yes
5,0.39,3,2,3,Off,0.502958579881657,1,Yes
6,0.39,3,2,3,Off,0.454437869822485,1,Yes
7,0.39,3,2,3,Off,0.578698224852071,1,Yes
8,0.39,3,2,3,Off,0.559763313609467,1,Yes
9,0.39,3,2,3,Off,0.642603550295858,1,Yes
10,0.39,3,2,3,Off,0.50887573964497,1,Yes
11,0.39,3,2,3,Off,0.429585798816568,1,Yes
12,0.39,3,2,3,Off,0.460355029585799,1,Yes
13,0.39,3,2,3,Off,0.514792899408284,1,Yes
14,0.39,3,2,3,Off,0.497041420118343,1,Yes
15,0.39,3,2,3,Off,0.463905325443787,1,Yes
1,0.39,3,2,4,On,0.285511363636364,1,Yes
2,0.39,3,2,4,On,0.759943181818182,1,Yes
3,0.39,3,2,4,On,0.363636363636364,1,Yes
4,0.39,3,2,4,On,0.46875,1,Yes
5,0.39,3,2,4,On,0.561079545454545,1,Yes
6,0.39,3,2,4,On,0.646306818181818,1,Yes
7,0.39,3,2,4,On,0.393465909090909,1,Yes
8,0.39,3,2,4,On,0.198863636363636,1,Yes
9,0.39,3,2,4,On,0.585227272727273,1,Yes
10,0.39,3,2,4,On,0.596590909090909,1,Yes
11,0.39,3,2,4,On,0.774147727272727,1,Yes
12,0.39,3,2,4,On,0.633522727272727,1,Yes
13,0.39,3,2,4,On,0.207386363636364,1,Yes
14,0.39,3,2,4,On,0.296875,1,Yes
15,0.39,3,2,4,On,0.436079545454545,1,Yes
1,0.39,3,2,4,Off,0.222632226322263,1,Yes
2,0.39,3,2,4,Off,0.462484624846248,1,Yes
3,0.39,3,2,4,Off,0.533825338253383,1,Yes
4,0.39,3,2,4,Off,0.403444034440344,1,Yes
5,0.39,3,2,4,Off,0.505535055350554,1,Yes
6,0.39,3,2,4,Off,0.421894218942189,1,Yes
7,0.39,3,2,4,Off,0.543665436654367,1,Yes
8,0.39,3,2,4,Off,0.414514145141451,1,Yes
9,0.39,3,2,4,Off,0.413284132841328,1,Yes
10,0.39,3,2,4,Off,0.429274292742927,1,Yes
11,0.39,3,2,4,Off,0.552275522755228,1,Yes
12,0.39,3,2,4,Off,0.421894218942189,1,Yes
13,0.39,3,2,4,Off,0.324723247232472,1,Yes
14,0.39,3,2,4,Off,0.484624846248462,1,Yes
15,0.39,3,2,4,Off,0.46740467404674,1,Yes
1,0.39,3,3,1,On,0.501272264631043,1,Yes
2,0.39,3,3,1,On,0.548346055979644,1,Yes
3,0.39,3,3,1,On,0.357506361323155,1,Yes
4,0.39,3,3,1,On,0.314249363867684,1,Yes
5,0.39,3,3,1,On,0.497455470737913,1,Yes
6,0.39,3,3,1,On,0.479643765903308,1,Yes
7,0.39,3,3,1,On,0.651399491094148,1,Yes
8,0.39,3,3,1,On,0.709923664122137,1,Yes
9,0.39,3,3,1,On,0.258269720101781,1,Yes
10,0.39,3,3,1,On,0.423664122137405,1,Yes
11,0.39,3,3,1,On,0.648854961832061,1,Yes
12,0.39,3,3,1,On,0.374045801526718,1,Yes
13,0.39,3,3,1,On,0.591603053435115,1,Yes
14,0.39,3,3,1,On,0.497455470737913,1,Yes
15,0.39,3,3,1,On,0.32824427480916,1,Yes
1,0.39,3,3,1,Off,0.47787610619469,1,Yes
2,0.39,3,3,1,Off,0.563053097345133,1,Yes
3,0.39,3,3,1,Off,0.476769911504425,1,Yes
4,0.39,3,3,1,Off,0.464601769911504,1,Yes
5,0.39,3,3,1,Off,0.52212389380531,1,Yes
6,0.39,3,3,1,Off,0.595132743362832,1,Yes
7,0.39,3,3,1,Off,0.464601769911504,1,Yes
8,0.39,3,3,1,Off,0.497787610619469,1,Yes
9,0.39,3,3,1,Off,0.606194690265487,1,Yes
10,0.39,3,3,1,Off,0.639380530973451,1,Yes
11,0.39,3,3,1,Off,0.517699115044248,1,Yes
12,0.39,3,3,1,Off,0.473451327433628,1,Yes
13,0.39,3,3,1,Off,0.518805309734513,1,Yes
14,0.39,3,3,1,Off,0.570796460176991,1,Yes
15,0.39,3,3,1,Off,0.32853982300885,1,Yes
1,0.39,3,3,2,On,0.355337078651685,1,Yes
2,0.39,3,3,2,On,0.455056179775281,1,Yes
3,0.39,3,3,2,On,0.419943820224719,1,Yes
4,0.39,3,3,2,On,0.237359550561798,1,Yes
5,0.39,3,3,2,On,0.550561797752809,1,Yes
6,0.39,3,3,2,On,0.39747191011236,1,Yes
7,0.39,3,3,2,On,0.346910112359551,1,Yes
8,0.39,3,3,2,On,0.582865168539326,1,Yes
9,0.39,3,3,2,On,0.72752808988764,1,Yes
10,0.39,3,3,2,On,0.459269662921348,1,Yes
11,0.39,3,3,2,On,0.459269662921348,1,Yes
12,0.39,3,3,2,On,0.344101123595506,1,Yes
13,0.39,3,3,2,On,0.393258426966292,1,Yes
14,0.39,3,3,2,On,0.398876404494382,1,Yes
15,0.39,3,3,2,On,0.418539325842697,1,Yes
1,0.39,3,3,2,Off,0.751225490196078,1,Yes
2,0.39,3,3,2,Off,0.571078431372549,1,Yes
3,0.39,3,3,2,Off,0.415441176470588,1,Yes
4,0.39,3,3,2,Off,0.552696078431373,1,Yes
5,0.39,3,3,2,Off,0.524509803921569,1,Yes
6,0.39,3,3,2,Off,0.495098039215686,1,Yes
7,0.39,3,3,2,Off,0.564950980392157,1,Yes
8,0.39,3,3,2,Off,0.529411764705882,1,Yes
9,0.39,3,3,2,Off,0.39828431372549,1,Yes
10,0.39,3,3,2,Off,0.406862745098039,1,Yes
11,0.39,3,3,2,Off,0.547794117647059,1,Yes
12,0.39,3,3,2,Off,0.362745098039216,1,Yes
13,0.39,3,3,2,Off,0.3125,1,Yes
14,0.39,3,3,2,Off,0.490196078431373,1,Yes
15,0.39,3,3,2,Off,0.696078431372549,1,Yes
1,0.39,3,3,3,On,0.446601941747573,1,Yes
2,0.39,3,3,3,On,0.0790568654646325,1,Yes
3,0.39,3,3,3,On,0.357836338418863,1,Yes
4,0.39,3,3,3,On,0.672676837725381,1,Yes
5,0.39,3,3,3,On,0.441054091539528,1,Yes
6,0.39,3,3,3,On,0.588072122052705,1,Yes
7,0.39,3,3,3,On,0.438280166435506,1,Yes
8,0.39,3,3,3,On,0.361997226074896,1,Yes
9,0.39,3,3,3,On,0.339805825242718,1,Yes
10,0.39,3,3,3,On,0.416088765603329,1,Yes
11,0.39,3,3,3,On,0.213592233009709,1,Yes
12,0.39,3,3,3,On,0.317614424410541,1,Yes
13,0.39,3,3,3,On,0.550624133148405,1,Yes
14,0.39,3,3,3,On,0.472954230235784,1,Yes
15,0.39,3,3,3,On,0.267683772538141,1,Yes
1,0.39,3,3,3,Off,0.6415770609319,1,Yes
2,0.39,3,3,3,Off,0.946236559139785,1,Yes
3,0.39,3,3,3,Off,0.694145758661888,1,Yes
4,0.39,3,3,3,Off,0.516129032258065,1,Yes
5,0.39,3,3,3,Off,0.504181600955794,1,Yes
6,0.39,3,3,3,Off,0.495818399044205,1,Yes
7,0.39,3,3,3,Off,0.512544802867383,1,Yes
8,0.39,3,3,3,Off,0.402628434886499,1,Yes
9,0.39,3,3,3,Off,0.431302270011947,1,Yes
10,0.39,3,3,3,Off,0.468339307048984,1,Yes
11,0.39,3,3,3,Off,0.586618876941458,1,Yes
12,0.39,3,3,3,Off,0.414575866188769,1,Yes
13,0.39,3,3,3,Off,0.566308243727599,1,Yes
14,0.39,3,3,3,Off,0.455197132616487,1,Yes
15,0.39,3,3,3,Off,0.427718040621266,1,Yes
1,0.39,3,3,4,On,0.711048158640227,1,Yes
2,0.39,3,3,4,On,0.723796033994334,1,Yes
3,0.39,3,3,4,On,0.488668555240793,1,Yes
4,0.39,3,3,4,On,0.382436260623229,1,Yes
5,0.39,3,3,4,On,0.463172804532578,1,Yes
6,0.39,3,3,4,On,0.548158640226629,1,Yes
7,0.39,3,3,4,On,0.392351274787535,1,Yes
8,0.39,3,3,4,On,0.262039660056657,1,Yes
9,0.39,3,3,4,On,0.606232294617564,1,Yes
10,0.39,3,3,4,On,0.369688385269122,1,Yes
11,0.39,3,3,4,On,0.41643059490085,1,Yes
12,0.39,3,3,4,On,0.396600566572238,1,Yes
13,0.39,3,3,4,On,0.54957507082153,1,Yes
14,0.39,3,3,4,On,0.395184135977337,1,Yes
15,0.39,3,3,4,On,0.514164305949009,1,Yes
1,0.39,3,3,4,Off,0.240046838407494,1,Yes
2,0.39,3,3,4,Off,0.467213114754098,1,Yes
3,0.39,3,3,4,Off,0.583138173302108,1,Yes
4,0.39,3,3,4,Off,0.389929742388759,1,Yes
5,0.39,3,3,4,Off,0.389929742388759,1,Yes
6,0.39,3,3,4,Off,0.639344262295082,1,Yes
7,0.39,3,3,4,Off,0.427400468384075,1,Yes
8,0.39,3,3,4,Off,0.403981264637002,1,Yes
9,0.39,3,3,4,Off,0.457845433255269,1,Yes
10,0.39,3,3,4,Off,0.622950819672131,1,Yes
11,0.39,3,3,4,Off,0.641686182669789,1,Yes
12,0.39,3,3,4,Off,0.559718969555035,1,Yes
13,0.39,3,3,4,Off,0.544496487119438,1,Yes
14,0.39,3,3,4,Off,0.355971896955504,1,Yes
15,0.39,3,3,4,Off,0.574941451990632,1,Yes
