Flynum,Concentration,Cohort,Trial,Batch,Odor,Occupancy,Day,FlyIDConstant
11,0.39,1,1,2,On,0.522167487684729,1,Yes
12,0.39,1,1,2,On,0.302955665024631,1,Yes
13,0.39,1,1,2,On,0.45935960591133,1,Yes
14,0.39,1,1,2,On,0.676108374384236,1,Yes
15,0.39,1,1,2,On,0.555418719211823,1,Yes
1,0.39,1,1,2,Off,0.296213808463252,1,Yes
2,0.39,1,1,2,Off,0.528953229398664,1,Yes
3,0.39,1,1,2,Off,0.934298440979955,1,Yes
4,0.39,1,1,2,Off,0.188195991091314,1,Yes
5,0.39,1,1,2,Off,0.260579064587973,1,Yes
6,0.39,1,1,2,Off,1.0,1,Yes
7,0.39,1,1,2,Off,0.472160356347439,1,Yes
8,0.39,1,1,2,Off,0.17260579064588,1,Yes
9,0.39,1,1,2,Off,0.635857461024499,1,Yes
10,0.39,1,1,2,Off,0.946547884187082,1,Yes
11,0.39,1,1,2,Off,0.355233853006682,1,Yes
12,0.39,1,1,2,Off,0.0267260579064588,1,Yes
13,0.39,1,1,2,Off,0.534521158129176,1,Yes
14,0.39,1,1,2,Off,0.544543429844098,1,Yes
15,0.39,1,1,2,Off,0.576837416481069,1,Yes
1,0.39,1,1,3,On,0.470588235294118,1,Yes
2,0.39,1,1,3,On,0.494809688581315,1,Yes
3,0.39,1,1,3,On,0.591695501730104,1,Yes
4,0.39,1,1,3,On,0.228373702422145,1,Yes
5,0.39,1,1,3,On,0.273356401384083,1,Yes
6,0.39,1,1,3,On,0.409457900807382,1,Yes
7,0.39,1,1,3,On,0.220299884659746,1,Yes
8,0.39,1,1,3,On,0.272202998846597,1,Yes
9,0.39,1,1,3,On,0.893886966551326,1,Yes
10,0.39,1,1,3,On,0.580161476355248,1,Yes
11,0.39,1,1,3,On,0.335640138408304,1,Yes
12,0.39,1,1,3,On,0.506343713956171,1,Yes
13,0.39,1,1,3,On,0.0311418685121107,1,Yes
14,0.39,1,1,3,On,0.591695501730104,1,Yes
15,0.39,1,1,3,On,0.476355247981546,1,Yes
1,0.39,1,1,3,Off,0.504624871531346,1,Yes
2,0.39,1,1,3,Off,0.411099691675231,1,Yes
3,0.39,1,1,3,Off,0.823227132579651,1,Yes
4,0.39,1,1,3,Off,0.369989722507708,1,Yes
5,0.39,1,1,3,Off,0.445015416238438,1,Yes
6,0.39,1,1,3,Off,0.825282631038027,1,Yes
7,0.39,1,1,3,Off,0.610483042137718,1,Yes
8,0.39,1,1,3,Off,0.660842754367934,1,Yes
9,0.39,1,1,3,Off,1.0,1,Yes
10,0.39,1,1,3,Off,0.938335046248715,1,Yes
11,0.39,1,1,3,Off,0.642343268242549,1,Yes
12,0.39,1,1,3,Off,0.621788283658787,1,Yes
13,0.39,1,1,3,Off,0.285714285714286,1,Yes
14,0.39,1,1,3,Off,0.543679342240493,1,Yes
15,0.39,1,1,3,Off,0.416238437821172,1,Yes
1,0.39,1,1,4,On,0.635467980295567,1,Yes
2,0.39,1,1,4,On,0.816502463054187,1,Yes
3,0.39,1,1,4,On,0.599753694581281,1,Yes
4,0.39,1,1,4,On,0.83743842364532,1,Yes
5,0.39,1,1,4,On,0.794334975369458,1,Yes
6,0.39,1,1,4,On,0.854679802955665,1,Yes
7,0.39,1,1,4,On,0.0886699507389163,1,Yes
8,0.39,1,1,4,On,0.779556650246305,1,Yes
9,0.39,1,1,4,On,0.780788177339901,1,Yes
10,0.39,1,1,4,On,0.533251231527094,1,Yes
11,0.39,1,1,4,On,0.45935960591133,1,Yes
12,0.39,1,1,4,On,0.502463054187192,1,Yes
13,0.39,1,1,4,On,0.806650246305419,1,Yes
14,0.39,1,1,4,On,0.651477832512315,1,Yes
15,0.39,1,1,4,On,0.36576354679803,1,Yes
1,0.39,1,1,4,Off,0.48068669527897,1,Yes
2,0.39,1,1,4,Off,0.466738197424893,1,Yes
3,0.39,1,1,4,Off,0.880901287553648,1,Yes
4,0.39,1,1,4,Off,0.418454935622318,1,Yes
5,0.39,1,1,4,Off,0.340128755364807,1,Yes
6,0.39,1,1,4,Off,0.706008583690987,1,Yes
7,0.39,1,1,4,Off,0.162017167381974,1,Yes
8,0.39,1,1,4,Off,0.663090128755365,1,Yes
9,0.39,1,1,4,Off,0.752145922746781,1,Yes
10,0.39,1,1,4,Off,0.811158798283262,1,Yes
11,0.39,1,1,4,Off,0.521459227467811,1,Yes
12,0.39,1,1,4,Off,0.468884120171674,1,Yes
13,0.39,1,1,4,Off,0.659871244635193,1,Yes
14,0.39,1,1,4,Off,0.512875536480687,1,Yes
15,0.39,1,1,4,Off,0.471030042918455,1,Yes
1,0.39,1,2,1,On,0.942352941176471,1,Yes
2,0.39,1,2,1,On,0.883529411764706,1,Yes
3,0.39,1,2,1,On,0.525882352941176,1,Yes
4,0.39,1,2,1,On,0.909411764705882,1,Yes
5,0.39,1,2,1,On,0.591764705882353,1,Yes
6,0.39,1,2,1,On,0.34,1,Yes
7,0.39,1,2,1,On,0.298823529411765,1,Yes
8,0.39,1,2,1,On,0.957647058823529,1,Yes
9,0.39,1,2,1,On,0.592941176470588,1,Yes
10,0.39,1,2,1,On,0.769411764705882,1,Yes
11,0.39,1,2,1,On,0.427058823529412,1,Yes
12,0.39,1,2,1,On,0.6,1,Yes
13,0.39,1,2,1,On,0.450588235294118,1,Yes
14,0.39,1,2,1,On,0.529411764705882,1,Yes
15,0.39,1,2,1,On,1.0,1,Yes
1,0.39,1,2,1,Off,0.526369168356998,1,Yes
2,0.39,1,2,1,Off,0.446247464503043,1,Yes
3,0.39,1,2,1,Off,0.51419878296146,1,Yes
4,0.39,1,2,1,Off,0.600405679513185,1,Yes
5,0.39,1,2,1,Off,0.493914807302231,1,Yes
6,0.39,1,2,1,Off,0.721095334685598,1,Yes
7,0.39,1,2,1,Off,0.280933062880325,1,Yes
8,0.39,1,2,1,Off,0.515212981744422,1,Yes
9,0.39,1,2,1,Off,0.512170385395537,1,Yes
10,0.39,1,2,1,Off,0.662271805273834,1,Yes
11,0.39,1,2,1,Off,0.588235294117647,1,Yes
12,0.39,1,2,1,Off,0.627789046653144,1,Yes
13,0.39,1,2,1,Off,0.623732251521298,1,Yes
14,0.39,1,2,1,Off,0.148073022312373,1,Yes
15,0.39,1,2,1,Off,0.442190669371197,1,Yes
1,0.39,1,2,2,On,0.0580046403712297,1,Yes
2,0.39,1,2,2,On,0.732018561484919,1,Yes
3,0.39,1,2,2,On,0.31554524361949,1,Yes
4,0.39,1,2,2,On,0.0,1,Yes
5,0.39,1,2,2,On,0.426914153132251,1,Yes
6,0.39,1,2,2,On,0.153132250580046,1,Yes
7,0.39,1,2,2,On,0.560324825986079,1,Yes
8,0.39,1,2,2,On,0.454756380510441,1,Yes
9,0.39,1,2,2,On,0.653132250580046,1,Yes
10,0.39,1,2,2,On,0.786542923433875,1,Yes
11,0.39,1,2,2,On,0.494199535962877,1,Yes
12,0.39,1,2,2,On,0.467517401392111,1,Yes
13,0.39,1,2,2,On,0.701856148491879,1,Yes
14,0.39,1,2,2,On,0.518561484918794,1,Yes
15,0.39,1,2,2,On,0.447795823665893,1,Yes
1,0.39,1,2,2,Off,0.391260162601626,1,Yes
2,0.39,1,2,2,Off,0.690040650406504,1,Yes
3,0.39,1,2,2,Off,0.760162601626016,1,Yes
4,0.39,1,2,2,Off,0.259146341463415,1,Yes
5,0.39,1,2,2,Off,0.553861788617886,1,Yes
6,0.39,1,2,2,Off,0.795731707317073,1,Yes
7,0.39,1,2,2,Off,0.653455284552846,1,Yes
8,0.39,1,2,2,Off,0.414634146341463,1,Yes
9,0.39,1,2,2,Off,0.430894308943089,1,Yes
10,0.39,1,2,2,Off,0.554878048780488,1,Yes
11,0.39,1,2,2,Off,0.390243902439024,1,Yes
12,0.39,1,2,2,Off,0.851626016260163,1,Yes
13,0.39,1,2,2,Off,0.556910569105691,1,Yes
14,0.39,1,2,2,Off,0.458333333333333,1,Yes
15,0.39,1,2,2,Off,0.528455284552846,1,Yes
1,0.39,1,2,3,On,0.607226107226107,1,Yes
2,0.39,1,2,3,On,0.744755244755245,1,Yes
3,0.39,1,2,3,On,0.472027972027972,1,Yes
4,0.39,1,2,3,On,0.324009324009324,1,Yes
5,0.39,1,2,3,On,0.2004662004662,1,Yes
6,0.39,1,2,3,On,0.5,1,Yes
7,0.39,1,2,3,On,0.513986013986014,1,Yes
8,0.39,1,2,3,On,0.29020979020979,1,Yes
9,0.39,1,2,3,On,0.516317016317016,1,Yes
10,0.39,1,2,3,On,0.46969696969697,1,Yes
11,0.39,1,2,3,On,0.186480186480186,1,Yes
12,0.39,1,2,3,On,0.400932400932401,1,Yes
13,0.39,1,2,3,On,0.129370629370629,1,Yes
14,0.39,1,2,3,On,0.735431235431235,1,Yes
15,0.39,1,2,3,On,0.414918414918415,1,Yes
1,0.39,1,2,3,Off,0.528169014084507,1,Yes
2,0.39,1,2,3,Off,0.518108651911469,1,Yes
3,0.39,1,2,3,Off,0.635814889336016,1,Yes
4,0.39,1,2,3,Off,0.407444668008048,1,Yes
5,0.39,1,2,3,Off,0.314889336016097,1,Yes
6,0.39,1,2,3,Off,0.425553319919517,1,Yes
7,0.39,1,2,3,Off,0.422535211267606,1,Yes
8,0.39,1,2,3,Off,0.443661971830986,1,Yes
9,0.39,1,2,3,Off,0.324949698189135,1,Yes
10,0.39,1,2,3,Off,0.586519114688129,1,Yes
11,0.39,1,2,3,Off,0.536217303822938,1,Yes
12,0.39,1,2,3,Off,0.543259557344064,1,Yes
13,0.39,1,2,3,Off,0.358148893360161,1,Yes
14,0.39,1,2,3,Off,0.472837022132797,1,Yes
15,0.39,1,2,3,Off,0.462776659959759,1,Yes
1,0.39,1,2,4,On,0.149082568807339,1,Yes
2,0.39,1,2,4,On,0.625,1,Yes
3,0.39,1,2,4,On,0.493119266055046,1,Yes
4,0.39,1,2,4,On,0.436926605504587,1,Yes
5,0.39,1,2,4,On,0.0481651376146789,1,Yes
6,0.39,1,2,4,On,0.638761467889908,1,Yes
7,0.39,1,2,4,On,0.669724770642202,1,Yes
8,0.39,1,2,4,On,0.346330275229358,1,Yes
9,0.39,1,2,4,On,0.39105504587156,1,Yes
10,0.39,1,2,4,On,0.630733944954128,1,Yes
11,0.39,1,2,4,On,0.465596330275229,1,Yes
12,0.39,1,2,4,On,0.494266055045872,1,Yes
13,0.39,1,2,4,On,0.930045871559633,1,Yes
14,0.39,1,2,4,On,0.26605504587156,1,Yes
15,0.39,1,2,4,On,0.220183486238532,1,Yes
1,0.39,1,2,4,Off,0.338445807770961,1,Yes
2,0.39,1,2,4,Off,0.383435582822086,1,Yes
3,0.39,1,2,4,Off,0.584867075664622,1,Yes
4,0.39,1,2,4,Off,0.245398773006135,1,Yes
5,0.39,1,2,4,Off,0.606339468302659,1,Yes
6,0.39,1,2,4,Off,0.449897750511247,1,Yes
7,0.39,1,2,4,Off,0.630879345603272,1,Yes
8,0.39,1,2,4,Off,0.452965235173824,1,Yes
9,0.39,1,2,4,Off,0.452965235173824,1,Yes
10,0.39,1,2,4,Off,0.775051124744376,1,Yes
11,0.39,1,2,4,Off,0.428425357873211,1,Yes
12,0.39,1,2,4,Off,0.730061349693252,1,Yes
13,0.39,1,2,4,Off,0.683026584867076,1,Yes
14,0.39,1,2,4,Off,0.791411042944785,1,Yes
15,0.39,1,2,4,Off,0.543967280163599,1,Yes
1,0.39,1,3,1,On,0.941309255079007,1,Yes
2,0.39,1,3,1,On,0.72686230248307,1,Yes
3,0.39,1,3,1,On,0.866817155756208,1,Yes
4,0.39,1,3,1,On,0.872460496613995,1,Yes
5,0.39,1,3,1,On,0.26410835214447,1,Yes
6,0.39,1,3,1,On,0.672686230248307,1,Yes
7,0.39,1,3,1,On,0.598194130925508,1,Yes
8,0.39,1,3,1,On,0.840857787810384,1,Yes
9,0.39,1,3,1,On,0.525959367945824,1,Yes
10,0.39,1,3,1,On,0.744920993227991,1,Yes
11,0.39,1,3,1,On,0.354401805869074,1,Yes
12,0.39,1,3,1,On,0.50451467268623,1,Yes
13,0.39,1,3,1,On,0.172686230248307,1,Yes
14,0.39,1,3,1,On,0.396162528216704,1,Yes
15,0.39,1,3,1,On,0.124153498871332,1,Yes
1,0.39,1,3,1,Off,0.535363457760314,1,Yes
2,0.39,1,3,1,Off,0.143418467583497,1,Yes
3,0.39,1,3,1,Off,0.719056974459725,1,Yes
4,0.39,1,3,1,Off,0.640471512770137,1,Yes
5,0.39,1,3,1,Off,0.588408644400786,1,Yes
6,0.39,1,3,1,Off,0.37721021611002,1,Yes
7,0.39,1,3,1,Off,0.948919449901768,1,Yes
8,0.39,1,3,1,Off,0.589390962671906,1,Yes
9,0.39,1,3,1,Off,0.508840864440079,1,Yes
10,0.39,1,3,1,Off,0.879174852652259,1,Yes
11,0.39,1,3,1,Off,0.513752455795678,1,Yes
12,0.39,1,3,1,Off,0.492141453831041,1,Yes
13,0.39,1,3,1,Off,0.482318271119843,1,Yes
14,0.39,1,3,1,Off,0.117878192534381,1,Yes
15,0.39,1,3,1,Off,0.0432220039292731,1,Yes
1,0.39,1,3,2,On,0.346153846153846,1,Yes
2,0.39,1,3,2,On,0.800480769230769,1,Yes
3,0.39,1,3,2,On,0.213942307692308,1,Yes
4,0.39,1,3,2,On,0.0564903846153846,1,Yes
5,0.39,1,3,2,On,0.501201923076923,1,Yes
6,0.39,1,3,2,On,0.264423076923077,1,Yes
7,0.39,1,3,2,On,1.0,1,Yes
8,0.39,1,3,2,On,0.555288461538462,1,Yes
9,0.39,1,3,2,On,0.046875,1,Yes
10,0.39,1,3,2,On,0.798076923076923,1,Yes
11,0.39,1,3,2,On,0.508413461538462,1,Yes
12,0.39,1,3,2,On,0.463942307692308,1,Yes
13,0.39,1,3,2,On,0.456730769230769,1,Yes
14,0.39,1,3,2,On,0.536057692307692,1,Yes
15,0.39,1,3,2,On,0.632211538461538,1,Yes
1,0.39,1,3,2,Off,0.418388429752066,1,Yes
2,0.39,1,3,2,Off,0.491735537190083,1,Yes
3,0.39,1,3,2,Off,0.518595041322314,1,Yes
4,0.39,1,3,2,Off,0.367768595041322,1,Yes
5,0.39,1,3,2,Off,0.869834710743802,1,Yes
6,0.39,1,3,2,Off,0.74896694214876,1,Yes
7,0.39,1,3,2,Off,0.474173553719008,1,Yes
8,0.39,1,3,2,Off,0.869834710743802,1,Yes
9,0.39,1,3,2,Off,0.606404958677686,1,Yes
10,0.39,1,3,2,Off,0.956611570247934,1,Yes
11,0.39,1,3,2,Off,0.534090909090909,1,Yes
12,0.39,1,3,2,Off,0.346074380165289,1,Yes
13,0.39,1,3,2,Off,0.473140495867769,1,Yes
14,0.39,1,3,2,Off,0.512396694214876,1,Yes
15,0.39,1,3,2,Off,0.569214876033058,1,Yes
1,0.39,1,3,3,On,0.803967327887981,1,Yes
2,0.39,1,3,3,On,0.639439906651109,1,Yes
3,0.39,1,3,3,On,0.208868144690782,1,Yes
4,0.39,1,3,3,On,0.283547257876313,1,Yes
5,0.39,1,3,3,On,0.679113185530922,1,Yes
6,0.39,1,3,3,On,0.600933488914819,1,Yes
7,0.39,1,3,3,On,0.628938156359393,1,Yes
8,0.39,1,3,3,On,0.498249708284714,1,Yes
9,0.39,1,3,3,On,0.833138856476079,1,Yes
10,0.39,1,3,3,On,0.505250875145858,1,Yes
11,0.39,1,3,3,On,0.486581096849475,1,Yes
12,0.39,1,3,3,On,0.567094515752625,1,Yes
13,0.39,1,3,3,On,0.247374562427071,1,Yes
14,0.39,1,3,3,On,0.694282380396733,1,Yes
15,0.39,1,3,3,On,0.430571761960327,1,Yes
1,0.39,1,3,3,Off,0.44796828543112,1,Yes
2,0.39,1,3,3,Off,0.537165510406343,1,Yes
3,0.39,1,3,3,Off,0.603567888999009,1,Yes
4,0.39,1,3,3,Off,0.596630327056492,1,Yes
5,0.39,1,3,3,Off,0.460852329038652,1,Yes
6,0.39,1,3,3,Off,0.429137760158573,1,Yes
7,0.39,1,3,3,Off,0.298315163528246,1,Yes
8,0.39,1,3,3,Off,0.603567888999009,1,Yes
9,0.39,1,3,3,Off,0.529236868186323,1,Yes
10,0.39,1,3,3,Off,0.853320118929633,1,Yes
11,0.39,1,3,3,Off,0.381565906838454,1,Yes
12,0.39,1,3,3,Off,0.65609514370664,1,Yes
13,0.39,1,3,3,Off,0.374628344895937,1,Yes
14,0.39,1,3,3,Off,0.404360753221011,1,Yes
15,0.39,1,3,3,Off,0.45193260654113,1,Yes
1,0.39,1,3,4,On,0.515046296296296,1,Yes
2,0.39,1,3,4,On,0.925925925925926,1,Yes
3,0.39,1,3,4,On,0.450231481481481,1,Yes
4,0.39,1,3,4,On,0.59837962962963,1,Yes
5,0.39,1,3,4,On,0.0787037037037037,1,Yes
6,0.39,1,3,4,On,0.715277777777778,1,Yes
7,0.39,1,3,4,On,0.72337962962963,1,Yes
8,0.39,1,3,4,On,0.619212962962963,1,Yes
9,0.39,1,3,4,On,0.435185185185185,1,Yes
10,0.39,1,3,4,On,0.465277777777778,1,Yes
11,0.39,1,3,4,On,0.501157407407407,1,Yes
12,0.39,1,3,4,On,0.443287037037037,1,Yes
13,0.39,1,3,4,On,0.856481481481482,1,Yes
14,0.39,1,3,4,On,0.196759259259259,1,Yes
15,0.39,1,3,4,On,0.252314814814815,1,Yes
1,0.39,1,3,4,Off,0.530364372469636,1,Yes
2,0.39,1,3,4,Off,0.483805668016194,1,Yes
3,0.39,1,3,4,Off,0.501012145748988,1,Yes
4,0.39,1,3,4,Off,0.450404858299595,1,Yes
5,0.39,1,3,4,Off,0.460526315789474,1,Yes
6,0.39,1,3,4,Off,0.838056680161943,1,Yes
7,0.39,1,3,4,Off,0.44331983805668,1,Yes
8,0.39,1,3,4,Off,0.517206477732793,1,Yes
9,0.39,1,3,4,Off,0.447368421052632,1,Yes
10,0.39,1,3,4,Off,0.52834008097166,1,Yes
11,0.39,1,3,4,Off,0.629554655870445,1,Yes
12,0.39,1,3,4,Off,0.602226720647773,1,Yes
13,0.39,1,3,4,Off,0.625506072874494,1,Yes
14,0.39,1,3,4,Off,0.402834008097166,1,Yes
15,0.39,1,3,4,Off,0.564777327935223,1,Yes
