Flynum,Concentration,Cohort,Week,Trial,Batch,Odor,Occupancy,Day,FlyIDConstant
1,0.39,6,3,1,2,Off,0.479166666666667,2,Yes
2,0.39,6,3,1,2,Off,0.624198717948718,2,Yes
3,0.39,6,3,1,2,Off,0.474358974358974,2,Yes
4,0.39,6,3,1,2,Off,0.416666666666667,2,Yes
5,0.39,6,3,1,2,Off,0.451923076923077,2,Yes
6,0.39,6,3,1,2,Off,0.958333333333333,2,Yes
7,0.39,6,3,1,2,Off,0.516025641025641,2,Yes
8,0.39,6,3,1,2,Off,0.641826923076923,2,Yes
9,0.39,6,3,1,2,Off,0.482371794871795,2,Yes
10,0.39,6,3,1,2,Off,0.459935897435897,2,Yes
11,0.39,6,3,1,2,Off,0.600160256410256,2,Yes
12,0.39,6,3,1,2,Off,0.855769230769231,2,Yes
13,0.39,6,3,1,2,Off,0.665865384615385,2,Yes
14,0.39,6,3,1,2,Off,0.75400641025641,2,Yes
15,0.39,6,3,1,2,Off,0.632211538461538,2,Yes
1,0.39,6,3,1,3,On,0.0,2,Yes
2,0.39,6,3,1,3,On,0.249579831932773,2,Yes
3,0.39,6,3,1,3,On,0.584873949579832,2,Yes
4,0.39,6,3,1,3,On,0.52436974789916,2,Yes
5,0.39,6,3,1,3,On,0.456302521008403,2,Yes
6,0.39,6,3,1,3,On,0.449579831932773,2,Yes
7,0.39,6,3,1,3,On,0.421848739495798,2,Yes
8,0.39,6,3,1,3,On,0.574789915966387,2,Yes
9,0.39,6,3,1,3,On,0.702521008403361,2,Yes
10,0.39,6,3,1,3,On,0.540336134453781,2,Yes
11,0.39,6,3,1,3,On,0.41344537815126,2,Yes
12,0.39,6,3,1,3,On,0.284873949579832,2,Yes
13,0.39,6,3,1,3,On,0.065546218487395,2,Yes
14,0.39,6,3,1,3,On,0.209243697478992,2,Yes
15,0.39,6,3,1,3,On,0.0705882352941176,2,Yes
1,0.39,6,3,1,3,Off,0.573333333333333,2,Yes
2,0.39,6,3,1,3,Off,0.504444444444444,2,Yes
3,0.39,6,3,1,3,Off,0.537037037037037,2,Yes
4,0.39,6,3,1,3,Off,0.894074074074074,2,Yes
5,0.39,6,3,1,3,Off,0.465185185185185,2,Yes
6,0.39,6,3,1,3,Off,0.275555555555556,2,Yes
7,0.39,6,3,1,3,Off,0.482222222222222,2,Yes
8,0.39,6,3,1,3,Off,0.34962962962963,2,Yes
9,0.39,6,3,1,3,Off,0.414814814814815,2,Yes
10,0.39,6,3,1,3,Off,0.91037037037037,2,Yes
11,0.39,6,3,1,3,Off,0.466666666666667,2,Yes
12,0.39,6,3,1,3,Off,0.454074074074074,2,Yes
13,0.39,6,3,1,3,Off,0.416296296296296,2,Yes
14,0.39,6,3,1,3,Off,0.551111111111111,2,Yes
15,0.39,6,3,1,3,Off,0.431851851851852,2,Yes
1,0.39,6,3,1,4,On,0.971760797342193,2,Yes
2,0.39,6,3,1,4,On,0.196843853820598,2,Yes
3,0.39,6,3,1,4,On,0.406146179401993,2,Yes
4,0.39,6,3,1,4,On,0.685215946843854,2,Yes
5,0.39,6,3,1,4,On,0.691860465116279,2,Yes
6,0.39,6,3,1,4,On,0.0822259136212625,2,Yes
7,0.39,6,3,1,4,On,0.277408637873754,2,Yes
8,0.39,6,3,1,4,On,0.426910299003322,2,Yes
9,0.39,6,3,1,4,On,0.522425249169435,2,Yes
10,0.39,6,3,1,4,On,0.516611295681063,2,Yes
11,0.39,6,3,1,4,On,0.603820598006645,2,Yes
12,0.39,6,3,1,4,On,0.25,2,Yes
13,0.39,6,3,1,4,On,0.687707641196013,2,Yes
14,0.39,6,3,1,4,On,0.510797342192691,2,Yes
15,0.39,6,3,1,4,On,0.568106312292359,2,Yes
1,0.39,6,3,1,4,Off,0.235807860262009,2,Yes
2,0.39,6,3,1,4,Off,0.585152838427948,2,Yes
3,0.39,6,3,1,4,Off,0.379184861717613,2,Yes
4,0.39,6,3,1,4,Off,0.569141193595342,2,Yes
5,0.39,6,3,1,4,Off,0.568413391557496,2,Yes
6,0.39,6,3,1,4,Off,0.0363901018922853,2,Yes
7,0.39,6,3,1,4,Off,0.532023289665211,2,Yes
8,0.39,6,3,1,4,Off,0.522561863173217,2,Yes
9,0.39,6,3,1,4,Off,0.581513828238719,2,Yes
10,0.39,6,3,1,4,Off,0.0349344978165939,2,Yes
11,0.39,6,3,1,4,Off,0.751091703056769,2,Yes
12,0.39,6,3,1,4,Off,0.511644832605531,2,Yes
13,0.39,6,3,1,4,Off,0.655021834061135,2,Yes
14,0.39,6,3,1,4,Off,0.949053857350801,2,Yes
15,0.39,6,3,1,4,Off,0.0640465793304221,2,Yes
1,0.39,6,3,2,1,On,0.496253122398002,2,Yes
2,0.39,6,3,2,1,On,0.747710241465446,2,Yes
3,0.39,6,3,2,1,On,0.580349708576187,2,Yes
4,0.39,6,3,2,1,On,0.781015820149875,2,Yes
5,0.39,6,3,2,1,On,0.83180682764363,2,Yes
6,0.39,6,3,2,1,On,0.760199833472107,2,Yes
7,0.39,6,3,2,1,On,0.718567860116569,2,Yes
8,0.39,6,3,2,1,On,0.825145711906744,2,Yes
9,0.39,6,3,2,1,On,0.922564529558701,2,Yes
10,0.39,6,3,2,1,On,0.627810158201499,2,Yes
11,0.39,6,3,2,1,On,0.890091590341382,2,Yes
12,0.39,6,3,2,1,On,0.859283930058285,2,Yes
13,0.39,6,3,2,1,On,0.686927560366361,2,Yes
14,0.39,6,3,2,1,On,0.897585345545379,2,Yes
15,0.39,6,3,2,1,On,0.471273938384679,2,Yes
1,0.39,6,3,2,1,Off,0.150110375275938,2,Yes
2,0.39,6,3,2,1,Off,0.543046357615894,2,Yes
3,0.39,6,3,2,1,Off,0.865342163355408,2,Yes
4,0.39,6,3,2,1,Off,0.544518027961737,2,Yes
5,0.39,6,3,2,1,Off,0.540103016924209,2,Yes
6,0.39,6,3,2,1,Off,0.24429727740986,2,Yes
7,0.39,6,3,2,1,Off,0.664459161147903,2,Yes
8,0.39,6,3,2,1,Off,0.52317880794702,2,Yes
9,0.39,6,3,2,1,Off,0.707873436350258,2,Yes
10,0.39,6,3,2,1,Off,0.849889624724062,2,Yes
11,0.39,6,3,2,1,Off,0.815305371596762,2,Yes
12,0.39,6,3,2,1,Off,0.670345842531273,2,Yes
13,0.39,6,3,2,1,Off,0.448859455481972,2,Yes
14,0.39,6,3,2,1,Off,0.72111846946284,2,Yes
15,0.39,6,3,2,1,Off,0.0669610007358352,2,Yes
1,0.39,6,3,2,2,On,0.781833616298812,2,Yes
2,0.39,6,3,2,2,On,0.797113752122241,2,Yes
3,0.39,6,3,2,2,On,0.500848896434635,2,Yes
4,0.39,6,3,2,2,On,0.646010186757216,2,Yes
5,0.39,6,3,2,2,On,0.694397283531409,2,Yes
6,0.39,6,3,2,2,On,0.757215619694397,2,Yes
7,0.39,6,3,2,2,On,0.99320882852292,2,Yes
8,0.39,6,3,2,2,On,0.883701188455008,2,Yes
9,0.39,6,3,2,2,On,0.935483870967742,2,Yes
10,0.39,6,3,2,2,On,0.594227504244482,2,Yes
11,0.39,6,3,2,2,On,0.820033955857385,2,Yes
12,0.39,6,3,2,2,On,0.704584040747029,2,Yes
13,0.39,6,3,2,2,On,0.779286926994907,2,Yes
14,0.39,6,3,2,2,On,0.333616298811545,2,Yes
15,0.39,6,3,2,2,On,0.743633276740238,2,Yes
1,0.39,6,3,2,2,Off,0.495481927710843,2,Yes
2,0.39,6,3,2,2,Off,0.399849397590361,2,Yes
3,0.39,6,3,2,2,Off,0.567018072289157,2,Yes
4,0.39,6,3,2,2,Off,0.600903614457831,2,Yes
5,0.39,6,3,2,2,Off,0.405120481927711,2,Yes
6,0.39,6,3,2,2,Off,1.0,2,Yes
7,0.39,6,3,2,2,Off,0.501506024096386,2,Yes
8,0.39,6,3,2,2,Off,0.612951807228916,2,Yes
9,0.39,6,3,2,2,Off,0.594126506024096,2,Yes
10,0.39,6,3,2,2,Off,0.466114457831325,2,Yes
11,0.39,6,3,2,2,Off,0.477409638554217,2,Yes
12,0.39,6,3,2,2,Off,0.140060240963855,2,Yes
13,0.39,6,3,2,2,Off,0.405120481927711,2,Yes
14,0.39,6,3,2,2,Off,0.966114457831325,2,Yes
15,0.39,6,3,2,2,Off,0.207831325301205,2,Yes
1,0.39,6,3,2,3,On,0.983361064891847,2,Yes
2,0.39,6,3,2,3,On,0.896838602329451,2,Yes
3,0.39,6,3,2,3,On,0.53910149750416,2,Yes
4,0.39,6,3,2,3,On,0.754575707154742,2,Yes
5,0.39,6,3,2,3,On,0.838602329450915,2,Yes
6,0.39,6,3,2,3,On,0.860232945091514,2,Yes
7,0.39,6,3,2,3,On,0.873544093178037,2,Yes
8,0.39,6,3,2,3,On,0.714642262895175,2,Yes
9,0.39,6,3,2,3,On,0.759567387687188,2,Yes
10,0.39,6,3,2,3,On,0.484193011647255,2,Yes
11,0.39,6,3,2,3,On,0.538269550748752,2,Yes
12,0.39,6,3,2,3,On,0.818635607321131,2,Yes
13,0.39,6,3,2,3,On,0.809484193011647,2,Yes
14,0.39,6,3,2,3,On,0.727953410981697,2,Yes
15,0.39,6,3,2,3,On,0.771214642262895,2,Yes
1,0.39,6,3,2,3,Off,0.507669831994156,2,Yes
2,0.39,6,3,2,3,Off,0.509130752373996,2,Yes
3,0.39,6,3,2,3,Off,0.628926223520818,2,Yes
4,0.39,6,3,2,3,Off,0.136596055514974,2,Yes
5,0.39,6,3,2,3,Off,0.83345507669832,2,Yes
6,0.39,6,3,2,3,Off,0.428049671292915,2,Yes
7,0.39,6,3,2,3,Off,0.739956172388605,2,Yes
8,0.39,6,3,2,3,Off,0.587289992695398,2,Yes
9,0.39,6,3,2,3,Off,0.650109569028488,2,Yes
10,0.39,6,3,2,3,Off,0.898466033601169,2,Yes
11,0.39,6,3,2,3,Off,0.593133674214755,2,Yes
12,0.39,6,3,2,3,Off,0.510591672753835,2,Yes
13,0.39,6,3,2,3,Off,0.629656683710738,2,Yes
14,0.39,6,3,2,3,Off,0.639152666179693,2,Yes
15,0.39,6,3,2,3,Off,0.455076698319942,2,Yes
1,0.39,6,3,2,4,On,0.131133671742809,2,Yes
2,0.39,6,3,2,4,On,0.902707275803722,2,Yes
3,0.39,6,3,2,4,On,0.476311336717428,2,Yes
4,0.39,6,3,2,4,On,0.853637901861252,2,Yes
5,0.39,6,3,2,4,On,0.681895093062606,2,Yes
6,0.39,6,3,2,4,On,0.0532994923857868,2,Yes
7,0.39,6,3,2,4,On,0.591370558375635,2,Yes
8,0.39,6,3,2,4,On,0.590524534686971,2,Yes
9,0.39,6,3,2,4,On,0.868020304568528,2,Yes
10,0.39,6,3,2,4,On,0.577834179357022,2,Yes
11,0.39,6,3,2,4,On,0.750423011844332,2,Yes
12,0.39,6,3,2,4,On,0.219966159052453,2,Yes
13,0.39,6,3,2,4,On,0.895939086294416,2,Yes
14,0.39,6,3,2,4,On,0.580372250423012,2,Yes
15,0.39,6,3,2,4,On,0.615059221658206,2,Yes
1,0.39,6,3,2,4,Off,0.724292101341282,2,Yes
2,0.39,6,3,2,4,Off,0.484351713859911,2,Yes
3,0.39,6,3,2,4,Off,0.411326378539493,2,Yes
4,0.39,6,3,2,4,Off,0.593144560357675,2,Yes
5,0.39,6,3,2,4,Off,0.554396423248882,2,Yes
6,0.39,6,3,2,4,Off,0.853949329359165,2,Yes
7,0.39,6,3,2,4,Off,0.591654247391952,2,Yes
8,0.39,6,3,2,4,Off,0.370342771982116,2,Yes
9,0.39,6,3,2,4,Off,0.533532041728763,2,Yes
10,0.39,6,3,2,4,Off,0.0253353204172876,2,Yes
11,0.39,6,3,2,4,Off,0.148286140089419,2,Yes
12,0.39,6,3,2,4,Off,0.357675111773472,2,Yes
13,0.39,6,3,2,4,Off,0.757824143070045,2,Yes
14,0.39,6,3,2,4,Off,0.950819672131147,2,Yes
15,0.39,6,3,2,4,Off,0.874813710879285,2,Yes
1,0.39,6,3,3,1,On,0.466442953020134,2,Yes
2,0.39,6,3,3,1,On,0.87248322147651,2,Yes
3,0.39,6,3,3,1,On,0.526006711409396,2,Yes
4,0.39,6,3,3,1,On,0.766778523489933,2,Yes
5,0.39,6,3,3,1,On,0.828859060402685,2,Yes
6,0.39,6,3,3,1,On,0.541946308724832,2,Yes
7,0.39,6,3,3,1,On,0.890939597315436,2,Yes
8,0.39,6,3,3,1,On,0.89010067114094,2,Yes
9,0.39,6,3,3,1,On,0.781879194630873,2,Yes
10,0.39,6,3,3,1,On,0.669463087248322,2,Yes
11,0.39,6,3,3,1,On,0.894295302013423,2,Yes
12,0.39,6,3,3,1,On,0.88506711409396,2,Yes
13,0.39,6,3,3,1,On,0.321308724832215,2,Yes
14,0.39,6,3,3,1,On,0.884228187919463,2,Yes
15,0.39,6,3,3,1,On,0.884228187919463,2,Yes
1,0.39,6,3,3,1,Off,0.0151953690303907,2,Yes
2,0.39,6,3,3,1,Off,0.994211287988423,2,Yes
3,0.39,6,3,3,1,Off,0.468162083936324,2,Yes
4,0.39,6,3,3,1,Off,0.541244573082489,2,Yes
5,0.39,6,3,3,1,Off,0.523878437047757,2,Yes
6,0.39,6,3,3,1,Off,0.493487698986975,2,Yes
7,0.39,6,3,3,1,Off,0.490593342981187,2,Yes
8,0.39,6,3,3,1,Off,0.403039073806078,2,Yes
9,0.39,6,3,3,1,Off,0.840086830680174,2,Yes
10,0.39,6,3,3,1,Off,0.975397973950796,2,Yes
11,0.39,6,3,3,1,Off,0.855282199710564,2,Yes
12,0.39,6,3,3,1,Off,0.557887120115774,2,Yes
13,0.39,6,3,3,1,Off,0.544862518089725,2,Yes
14,0.39,6,3,3,1,Off,1.0,2,Yes
15,0.39,6,3,3,1,Off,0.14616497829233,2,Yes
1,0.39,6,3,3,2,On,0.86218487394958,2,Yes
2,0.39,6,3,3,2,On,0.76218487394958,2,Yes
3,0.39,6,3,3,2,On,0.508403361344538,2,Yes
4,0.39,6,3,3,2,On,0.635294117647059,2,Yes
5,0.39,6,3,3,2,On,0.810084033613445,2,Yes
6,0.39,6,3,3,2,On,0.488235294117647,2,Yes
7,0.39,6,3,3,2,On,0.69327731092437,2,Yes
8,0.39,6,3,3,2,On,0.657142857142857,2,Yes
9,0.39,6,3,3,2,On,0.798319327731092,2,Yes
10,0.39,6,3,3,2,On,0.592436974789916,2,Yes
11,0.39,6,3,3,2,On,0.221848739495798,2,Yes
12,0.39,6,3,3,2,On,0.761344537815126,2,Yes
13,0.39,6,3,3,2,On,0.718487394957983,2,Yes
14,0.39,6,3,3,2,On,0.928571428571429,2,Yes
15,0.39,6,3,3,2,On,0.905042016806723,2,Yes
1,0.39,6,3,3,2,Off,0.157742402315485,2,Yes
2,0.39,6,3,3,2,Off,0.355282199710564,2,Yes
3,0.39,6,3,3,2,Off,0.491316931982634,2,Yes
4,0.39,6,3,3,2,Off,0.582489146164978,2,Yes
5,0.39,6,3,3,2,Off,0.450795947901592,2,Yes
6,0.39,6,3,3,2,Off,0.0571635311143271,2,Yes
7,0.39,6,3,3,2,Off,0.459479015918958,2,Yes
8,0.39,6,3,3,2,Off,0.544138929088278,2,Yes
9,0.39,6,3,3,2,Off,0.581765557163531,2,Yes
10,0.39,6,3,3,2,Off,0.557887120115774,2,Yes
11,0.39,6,3,3,2,Off,0.696816208393632,2,Yes
12,0.39,6,3,3,2,Off,0.869753979739508,2,Yes
13,0.39,6,3,3,2,Off,0.479739507959479,2,Yes
14,0.39,6,3,3,2,Off,0.428364688856729,2,Yes
15,0.39,6,3,3,2,Off,0.526049204052098,2,Yes
1,0.39,6,3,3,3,On,0.32996632996633,2,Yes
2,0.39,6,3,3,3,On,0.871212121212121,2,Yes
3,0.39,6,3,3,3,On,0.292929292929293,2,Yes
4,0.39,6,3,3,3,On,0.613636363636364,2,Yes
5,0.39,6,3,3,3,On,0.740740740740741,2,Yes
6,0.39,6,3,3,3,On,0.900673400673401,2,Yes
7,0.39,6,3,3,3,On,0.692760942760943,2,Yes
8,0.39,6,3,3,3,On,0.730639730639731,2,Yes
9,0.39,6,3,3,3,On,0.81986531986532,2,Yes
10,0.39,6,3,3,3,On,0.586700336700337,2,Yes
11,0.39,6,3,3,3,On,0.97979797979798,2,Yes
12,0.39,6,3,3,3,On,0.885521885521885,2,Yes
13,0.39,6,3,3,3,On,0.28030303030303,2,Yes
14,0.39,6,3,3,3,On,0.682659932659933,2,Yes
15,0.39,6,3,3,3,On,0.0,2,Yes
1,0.39,6,3,3,3,Off,0.393850658857979,2,Yes
2,0.39,6,3,3,3,Off,0.64714494875549,2,Yes
3,0.39,6,3,3,3,Off,0.431918008784773,2,Yes
4,0.39,6,3,3,3,Off,0.949487554904832,2,Yes
5,0.39,6,3,3,3,Off,0.986090775988287,2,Yes
6,0.39,6,3,3,3,Off,0.789897510980966,2,Yes
7,0.39,6,3,3,3,Off,0.629575402635432,2,Yes
8,0.39,6,3,3,3,Off,0.655197657393851,2,Yes
9,0.39,6,3,3,3,Off,0.915080527086384,2,Yes
10,0.39,6,3,3,3,Off,0.871156661786237,2,Yes
11,0.39,6,3,3,3,Off,0.448755490483163,2,Yes
12,0.39,6,3,3,3,Off,0.644948755490483,2,Yes
13,0.39,6,3,3,3,Off,0.604685212298682,2,Yes
14,0.39,6,3,3,3,Off,0.632503660322108,2,Yes
15,0.39,6,3,3,3,Off,0.594436310395315,2,Yes
1,0.39,6,3,3,4,On,0.909246575342466,2,Yes
2,0.39,6,3,3,4,On,0.599315068493151,2,Yes
3,0.39,6,3,3,4,On,0.662671232876712,2,Yes
4,0.39,6,3,3,4,On,0.809931506849315,2,Yes
5,0.39,6,3,3,4,On,0.653253424657534,2,Yes
6,0.39,6,3,3,4,On,0.0342465753424658,2,Yes
7,0.39,6,3,3,4,On,0.688356164383562,2,Yes
8,0.39,6,3,3,4,On,0.51541095890411,2,Yes
9,0.39,6,3,3,4,On,0.524828767123288,2,Yes
10,0.39,6,3,3,4,On,0.513698630136986,2,Yes
11,0.39,6,3,3,4,On,0.922945205479452,2,Yes
12,0.39,6,3,3,4,On,0.236301369863014,2,Yes
13,0.39,6,3,3,4,On,0.724315068493151,2,Yes
14,0.39,6,3,3,4,On,0.505993150684932,2,Yes
15,0.39,6,3,3,4,On,0.589041095890411,2,Yes
1,0.39,6,3,3,4,Off,0.967310549777117,2,Yes
2,0.39,6,3,3,4,Off,0.519316493313522,2,Yes
3,0.39,6,3,3,4,Off,0.933878157503715,2,Yes
4,0.39,6,3,3,4,Off,0.444279346210996,2,Yes
5,0.39,6,3,3,4,Off,0.427191679049034,2,Yes
6,0.39,6,3,3,4,Off,0.170133729569094,2,Yes
7,0.39,6,3,3,4,Off,0.472511144130758,2,Yes
8,0.39,6,3,3,4,Off,0.850668647845468,2,Yes
9,0.39,6,3,3,4,Off,0.447994056463596,2,Yes
10,0.39,6,3,3,4,Off,0.132243684992571,2,Yes
11,0.39,6,3,3,4,Off,0.62778603268945,2,Yes
12,0.39,6,3,3,4,Off,0.468053491827637,2,Yes
13,0.39,6,3,3,4,Off,0.610698365527489,2,Yes
14,0.39,6,3,3,4,Off,0.0341753343239227,2,Yes
15,0.39,6,3,3,4,Off,0.849925705794948,2,Yes
