Flynum,Concentration,Cohort,Week,Trial,Batch,Odor,Occupancy,Day,FlyIDConstant
4,0.39,6,2,1,2,On,0.547863247863248,1,Yes
5,0.39,6,2,1,2,On,0.897435897435897,1,Yes
6,0.39,6,2,1,2,On,0.0017094017094017,1,Yes
7,0.39,6,2,1,2,On,0.74957264957265,1,Yes
8,0.39,6,2,1,2,On,0.75982905982906,1,Yes
9,0.39,6,2,1,2,On,0.888888888888889,1,Yes
10,0.39,6,2,1,2,On,0.673504273504274,1,Yes
11,0.39,6,2,1,2,On,0.761538461538461,1,Yes
12,0.39,6,2,1,2,On,0.0777777777777778,1,Yes
13,0.39,6,2,1,2,On,0.37008547008547,1,Yes
14,0.39,6,2,1,2,On,0.734188034188034,1,Yes
15,0.39,6,2,1,2,On,0.630769230769231,1,Yes
1,0.39,6,2,1,2,Off,0.6,1,Yes
2,0.39,6,2,1,2,Off,0.223308270676692,1,Yes
3,0.39,6,2,1,2,Off,0.605263157894737,1,Yes
4,0.39,6,2,1,2,Off,0.767669172932331,1,Yes
5,0.39,6,2,1,2,Off,0.499248120300752,1,Yes
6,0.39,6,2,1,2,Off,0.303007518796993,1,Yes
7,0.39,6,2,1,2,Off,0.443609022556391,1,Yes
8,0.39,6,2,1,2,Off,0.333834586466165,1,Yes
9,0.39,6,2,1,2,Off,0.923308270676692,1,Yes
10,0.39,6,2,1,2,Off,0.640601503759399,1,Yes
11,0.39,6,2,1,2,Off,0.533834586466165,1,Yes
12,0.39,6,2,1,2,Off,0.168421052631579,1,Yes
13,0.39,6,2,1,2,Off,0.578195488721804,1,Yes
14,0.39,6,2,1,2,Off,0.867669172932331,1,Yes
15,0.39,6,2,1,2,Off,0.278947368421053,1,Yes
1,0.39,6,2,1,3,On,0.236301369863014,1,Yes
2,0.39,6,2,1,3,On,0.732876712328767,1,Yes
3,0.39,6,2,1,3,On,0.343321917808219,1,Yes
4,0.39,6,2,1,3,On,0.710616438356164,1,Yes
5,0.39,6,2,1,3,On,0.783390410958904,1,Yes
6,0.39,6,2,1,3,On,0.886986301369863,1,Yes
7,0.39,6,2,1,3,On,0.695205479452055,1,Yes
8,0.39,6,2,1,3,On,0.892123287671233,1,Yes
9,0.39,6,2,1,3,On,0.740582191780822,1,Yes
10,0.39,6,2,1,3,On,0.600171232876712,1,Yes
11,0.39,6,2,1,3,On,0.636986301369863,1,Yes
12,0.39,6,2,1,3,On,0.652397260273973,1,Yes
13,0.39,6,2,1,3,On,0.353595890410959,1,Yes
14,0.39,6,2,1,3,On,0.680650684931507,1,Yes
15,0.39,6,2,1,3,On,0.780821917808219,1,Yes
1,0.39,6,2,1,3,Off,0.412116679132386,1,Yes
2,0.39,6,2,1,3,Off,0.50112191473448,1,Yes
3,0.39,6,2,1,3,Off,0.128646222887061,1,Yes
4,0.39,6,2,1,3,Off,0.721765145848915,1,Yes
5,0.39,6,2,1,3,Off,0.37771129394166,1,Yes
6,0.39,6,2,1,3,Off,0.381451009723261,1,Yes
7,0.39,6,2,1,3,Off,0.275991024682124,1,Yes
8,0.39,6,2,1,3,Off,0.537771129394166,1,Yes
9,0.39,6,2,1,3,Off,0.620044876589379,1,Yes
10,0.39,6,2,1,3,Off,0.856394913986537,1,Yes
11,0.39,6,2,1,3,Off,0.0583395661929693,1,Yes
12,0.39,6,2,1,3,Off,0.555721765145849,1,Yes
13,0.39,6,2,1,3,Off,0.577412116679132,1,Yes
14,0.39,6,2,1,3,Off,0.569184741959611,1,Yes
15,0.39,6,2,1,3,Off,0.442782348541511,1,Yes
1,0.39,6,2,1,4,On,0.252100840336134,1,Yes
2,0.39,6,2,1,4,On,0.263865546218487,1,Yes
3,0.39,6,2,1,4,On,0.139495798319328,1,Yes
4,0.39,6,2,1,4,On,0.611764705882353,1,Yes
5,0.39,6,2,1,4,On,0.633613445378151,1,Yes
6,0.39,6,2,1,4,On,0.199159663865546,1,Yes
7,0.39,6,2,1,4,On,0.371428571428571,1,Yes
8,0.39,6,2,1,4,On,0.411764705882353,1,Yes
9,0.39,6,2,1,4,On,0.456302521008403,1,Yes
10,0.39,6,2,1,4,On,0.568067226890756,1,Yes
11,0.39,6,2,1,4,On,0.684033613445378,1,Yes
12,0.39,6,2,1,4,On,0.146218487394958,1,Yes
13,0.39,6,2,1,4,On,0.278991596638655,1,Yes
14,0.39,6,2,1,4,On,0.635294117647059,1,Yes
15,0.39,6,2,1,4,On,0.482352941176471,1,Yes
1,0.39,6,2,1,4,Off,0.935389133627019,1,Yes
2,0.39,6,2,1,4,Off,0.414096916299559,1,Yes
3,0.39,6,2,1,4,Off,0.39647577092511,1,Yes
4,0.39,6,2,1,4,Off,0.441997063142438,1,Yes
5,0.39,6,2,1,4,Off,0.47503671071953,1,Yes
6,0.39,6,2,1,4,Off,0.357562408223201,1,Yes
7,0.39,6,2,1,4,Off,0.370778267254038,1,Yes
8,0.39,6,2,1,4,Off,0.381791483113069,1,Yes
9,0.39,6,2,1,4,Off,0.559471365638767,1,Yes
10,0.39,6,2,1,4,Off,0.143906020558003,1,Yes
11,0.39,6,2,1,4,Off,0.366372980910426,1,Yes
12,0.39,6,2,1,4,Off,0.369309838472834,1,Yes
13,0.39,6,2,1,4,Off,0.248164464023495,1,Yes
14,0.39,6,2,1,4,Off,0.143906020558003,1,Yes
15,0.39,6,2,1,4,Off,0.378120411160059,1,Yes
1,0.39,6,2,2,1,On,0.625632377740304,1,Yes
2,0.39,6,2,2,1,On,0.709106239460371,1,Yes
3,0.39,6,2,2,1,On,0.74283305227656,1,Yes
4,0.39,6,2,2,1,On,0.376053962900506,1,Yes
5,0.39,6,2,2,1,On,0.147554806070826,1,Yes
6,0.39,6,2,2,1,On,0.699831365935919,1,Yes
7,0.39,6,2,2,1,On,0.972175379426644,1,Yes
8,0.39,6,2,2,1,On,0.740303541315346,1,Yes
9,0.39,6,2,2,1,On,0.920741989881956,1,Yes
10,0.39,6,2,2,1,On,0.402192242833052,1,Yes
11,0.39,6,2,2,1,On,0.927487352445194,1,Yes
12,0.39,6,2,2,1,On,0.786677908937605,1,Yes
13,0.39,6,2,2,1,On,0.593591905564924,1,Yes
14,0.39,6,2,2,1,On,0.897133220910624,1,Yes
15,0.39,6,2,2,1,On,0.562394603709949,1,Yes
1,0.39,6,2,2,1,Off,0.144111192392099,1,Yes
2,0.39,6,2,2,1,Off,0.541331382589612,1,Yes
3,0.39,6,2,2,1,Off,0.144111192392099,1,Yes
4,0.39,6,2,2,1,Off,0.422823701536211,1,Yes
5,0.39,6,2,2,1,Off,0.144111192392099,1,Yes
6,0.39,6,2,2,1,Off,0.375274323335772,1,Yes
7,0.39,6,2,2,1,Off,0.979517190929042,1,Yes
8,0.39,6,2,2,1,Off,0.535479151426481,1,Yes
9,0.39,6,2,2,1,Off,0.332114118507681,1,Yes
10,0.39,6,2,2,1,Off,0.782004389173372,1,Yes
11,0.39,6,2,2,1,Off,0.585954645208486,1,Yes
12,0.39,6,2,2,1,Off,0.676664228237015,1,Yes
13,0.39,6,2,2,1,Off,0.514996342355523,1,Yes
14,0.39,6,2,2,1,Off,1.0,1,Yes
15,0.39,6,2,2,1,Off,0.144111192392099,1,Yes
1,0.39,6,2,2,2,On,0.791952054794521,1,Yes
2,0.39,6,2,2,2,On,0.834760273972603,1,Yes
3,0.39,6,2,2,2,On,0.436643835616438,1,Yes
4,0.39,6,2,2,2,On,0.566780821917808,1,Yes
5,0.39,6,2,2,2,On,0.440068493150685,1,Yes
6,0.39,6,2,2,2,On,0.738013698630137,1,Yes
7,0.39,6,2,2,2,On,0.0376712328767123,1,Yes
8,0.39,6,2,2,2,On,0.809075342465753,1,Yes
9,0.39,6,2,2,2,On,0.98458904109589,1,Yes
10,0.39,6,2,2,2,On,0.678082191780822,1,Yes
11,0.39,6,2,2,2,On,0.962328767123288,1,Yes
12,0.39,6,2,2,2,On,0.111301369863014,1,Yes
13,0.39,6,2,2,2,On,0.668664383561644,1,Yes
14,0.39,6,2,2,2,On,0.596746575342466,1,Yes
15,0.39,6,2,2,2,On,0.0,1,Yes
1,0.39,6,2,2,2,Off,0.527839643652561,1,Yes
2,0.39,6,2,2,2,Off,0.48626577579807,1,Yes
3,0.39,6,2,2,2,Off,0.30438010393467,1,Yes
4,0.39,6,2,2,2,Off,0.106161841128434,1,Yes
5,0.39,6,2,2,2,Off,0.584261321455085,1,Yes
6,0.39,6,2,2,2,Off,0.488492947290275,1,Yes
7,0.39,6,2,2,2,Off,0.430586488492947,1,Yes
8,0.39,6,2,2,2,Off,0.560504825538233,1,Yes
9,0.39,6,2,2,2,Off,1.0,1,Yes
10,0.39,6,2,2,2,Off,0.891610987379362,1,Yes
11,0.39,6,2,2,2,Off,0.390497401633259,1,Yes
12,0.39,6,2,2,2,Off,0.35931700074239,1,Yes
13,0.39,6,2,2,2,Off,0.637713437268003,1,Yes
14,0.39,6,2,2,2,Off,0.91833704528582,1,Yes
15,0.39,6,2,2,2,Off,0.450631031922791,1,Yes
1,0.39,6,2,2,3,On,0.0077186963979416,1,Yes
2,0.39,6,2,2,3,On,0.675814751286449,1,Yes
3,0.39,6,2,2,3,On,0.789022298456261,1,Yes
4,0.39,6,2,2,3,On,0.809605488850772,1,Yes
5,0.39,6,2,2,3,On,0.414236706689537,1,Yes
6,0.39,6,2,2,3,On,0.835334476843911,1,Yes
7,0.39,6,2,2,3,On,0.649228130360206,1,Yes
8,0.39,6,2,2,3,On,0.543739279588336,1,Yes
9,0.39,6,2,2,3,On,0.689536878216124,1,Yes
10,0.39,6,2,2,3,On,0.656089193825043,1,Yes
11,0.39,6,2,2,3,On,0.595197255574614,1,Yes
12,0.39,6,2,2,3,On,0.637221269296741,1,Yes
13,0.39,6,2,2,3,On,0.948542024013722,1,Yes
14,0.39,6,2,2,3,On,0.650943396226415,1,Yes
15,0.39,6,2,2,3,On,0.835334476843911,1,Yes
1,0.39,6,2,2,3,Off,0.514307228915663,1,Yes
2,0.39,6,2,2,3,Off,0.443524096385542,1,Yes
3,0.39,6,2,2,3,Off,0.225903614457831,1,Yes
4,0.39,6,2,2,3,Off,0.94578313253012,1,Yes
5,0.39,6,2,2,3,Off,0.150602409638554,1,Yes
6,0.39,6,2,2,3,Off,0.965361445783133,1,Yes
7,0.39,6,2,2,3,Off,0.652861445783133,1,Yes
8,0.39,6,2,2,3,Off,0.614457831325301,1,Yes
9,0.39,6,2,2,3,Off,0.583584337349398,1,Yes
10,0.39,6,2,2,3,Off,0.903614457831325,1,Yes
11,0.39,6,2,2,3,Off,0.512801204819277,1,Yes
12,0.39,6,2,2,3,Off,0.607680722891566,1,Yes
13,0.39,6,2,2,3,Off,0.614457831325301,1,Yes
14,0.39,6,2,2,3,Off,0.528614457831325,1,Yes
15,0.39,6,2,2,3,Off,0.545180722891566,1,Yes
1,0.39,6,2,2,4,On,0.729620661824052,1,Yes
2,0.39,6,2,2,4,On,0.734463276836158,1,Yes
3,0.39,6,2,2,4,On,0.448748991121872,1,Yes
4,0.39,6,2,2,4,On,0.477804681194512,1,Yes
5,0.39,6,2,2,4,On,0.704600484261501,1,Yes
6,0.39,6,2,2,4,On,0.589184826472962,1,Yes
7,0.39,6,2,2,4,On,0.325262308313156,1,Yes
8,0.39,6,2,2,4,On,0.585149313962873,1,Yes
9,0.39,6,2,2,4,On,0.749798224374496,1,Yes
10,0.39,6,2,2,4,On,0.621468926553672,1,Yes
11,0.39,6,2,2,4,On,0.916868442292171,1,Yes
12,0.39,6,2,2,4,On,0.469733656174334,1,Yes
13,0.39,6,2,2,4,On,0.857142857142857,1,Yes
14,0.39,6,2,2,4,On,0.554479418886199,1,Yes
15,0.39,6,2,2,4,On,0.570621468926554,1,Yes
1,0.39,6,2,2,4,Off,0.563492063492063,1,Yes
2,0.39,6,2,2,4,Off,0.43001443001443,1,Yes
3,0.39,6,2,2,4,Off,0.808802308802309,1,Yes
4,0.39,6,2,2,4,Off,0.351370851370851,1,Yes
5,0.39,6,2,2,4,Off,0.572871572871573,1,Yes
6,0.39,6,2,2,4,Off,0.401154401154401,1,Yes
7,0.39,6,2,2,4,Off,0.383116883116883,1,Yes
8,0.39,6,2,2,4,Off,0.797258297258297,1,Yes
9,0.39,6,2,2,4,Off,0.624098124098124,1,Yes
10,0.39,6,2,2,4,Off,0.88961038961039,1,Yes
11,0.39,6,2,2,4,Off,0.791486291486291,1,Yes
12,0.39,6,2,2,4,Off,0.0101010101010101,1,Yes
13,0.39,6,2,2,4,Off,0.568542568542569,1,Yes
14,0.39,6,2,2,4,Off,0.130591630591631,1,Yes
15,0.39,6,2,2,4,Off,0.797258297258297,1,Yes
1,0.39,6,2,3,1,On,0.698160535117057,1,Yes
2,0.39,6,2,3,1,On,0.692307692307692,1,Yes
3,0.39,6,2,3,1,On,0.609531772575251,1,Yes
4,0.39,6,2,3,1,On,0.307692307692308,1,Yes
5,0.39,6,2,3,1,On,0.473244147157191,1,Yes
6,0.39,6,2,3,1,On,0.801839464882943,1,Yes
7,0.39,6,2,3,1,On,0.818561872909699,1,Yes
8,0.39,6,2,3,1,On,0.789297658862876,1,Yes
9,0.39,6,2,3,1,On,0.838628762541806,1,Yes
10,0.39,6,2,3,1,On,0.285117056856187,1,Yes
11,0.39,6,2,3,1,On,0.898829431438127,1,Yes
12,0.39,6,2,3,1,On,0.822742474916388,1,Yes
13,0.39,6,2,3,1,On,0.646321070234114,1,Yes
14,0.39,6,2,3,1,On,0.866220735785953,1,Yes
15,0.39,6,2,3,1,On,0.692307692307692,1,Yes
1,0.39,6,2,3,1,Off,0.0837581937363438,1,Yes
2,0.39,6,2,3,1,Off,0.482155863073562,1,Yes
3,0.39,6,2,3,1,Off,0.0,1,Yes
4,0.39,6,2,3,1,Off,0.594319009468318,1,Yes
5,0.39,6,2,3,1,Off,0.225782957028405,1,Yes
6,0.39,6,2,3,1,Off,0.550619082301529,1,Yes
7,0.39,6,2,3,1,Off,0.648215586307356,1,Yes
8,0.39,6,2,3,1,Off,0.638018936635106,1,Yes
9,0.39,6,2,3,1,Off,0.51347414420976,1,Yes
10,0.39,6,2,3,1,Off,0.603787327021122,1,Yes
11,0.39,6,2,3,1,Off,0.521485797523671,1,Yes
12,0.39,6,2,3,1,Off,0.556445739257101,1,Yes
13,0.39,6,2,3,1,Off,0.577567370721049,1,Yes
14,0.39,6,2,3,1,Off,0.221412964311726,1,Yes
15,0.39,6,2,3,1,Off,1.0,1,Yes
1,0.39,6,2,3,2,On,0.839316239316239,1,Yes
2,0.39,6,2,3,2,On,0.914529914529915,1,Yes
3,0.39,6,2,3,2,On,0.47008547008547,1,Yes
4,0.39,6,2,3,2,On,0.625641025641026,1,Yes
5,0.39,6,2,3,2,On,0.894017094017094,1,Yes
6,0.39,6,2,3,2,On,1.0,1,Yes
7,0.39,6,2,3,2,On,0.763247863247863,1,Yes
8,0.39,6,2,3,2,On,0.634188034188034,1,Yes
9,0.39,6,2,3,2,On,0.811965811965812,1,Yes
10,0.39,6,2,3,2,On,0.613675213675214,1,Yes
11,0.39,6,2,3,2,On,0.807692307692308,1,Yes
12,0.39,6,2,3,2,On,0.853846153846154,1,Yes
13,0.39,6,2,3,2,On,0.912820512820513,1,Yes
14,0.39,6,2,3,2,On,0.794871794871795,1,Yes
15,0.39,6,2,3,2,On,0.817094017094017,1,Yes
1,0.39,6,2,3,2,Off,0.462109955423477,1,Yes
2,0.39,6,2,3,2,Off,0.427191679049034,1,Yes
3,0.39,6,2,3,2,Off,0.759286775631501,1,Yes
4,0.39,6,2,3,2,Off,0.49554234769688,1,Yes
5,0.39,6,2,3,2,Off,0.524517087667162,1,Yes
6,0.39,6,2,3,2,Off,1.0,1,Yes
7,0.39,6,2,3,2,Off,1.0,1,Yes
8,0.39,6,2,3,2,Off,0.585438335809807,1,Yes
9,0.39,6,2,3,2,Off,0.581723625557207,1,Yes
10,0.39,6,2,3,2,Off,0.535661218424963,1,Yes
11,0.39,6,2,3,2,Off,0.554977711738484,1,Yes
12,0.39,6,2,3,2,Off,0.854383358098068,1,Yes
13,0.39,6,2,3,2,Off,0.673105497771174,1,Yes
14,0.39,6,2,3,2,Off,0.636701337295691,1,Yes
15,0.39,6,2,3,2,Off,0.583209509658247,1,Yes
1,0.39,6,2,3,3,On,0.0,1,Yes
2,0.39,6,2,3,3,On,0.733738074588031,1,Yes
3,0.39,6,2,3,3,On,0.319167389418907,1,Yes
4,0.39,6,2,3,3,On,0.717259323503903,1,Yes
5,0.39,6,2,3,3,On,0.424111014744146,1,Yes
6,0.39,6,2,3,3,On,0.909800520381613,1,Yes
7,0.39,6,2,3,3,On,0.783174327840416,1,Yes
8,0.39,6,2,3,3,On,0.169991326973114,1,Yes
9,0.39,6,2,3,3,On,0.74501300954033,1,Yes
10,0.39,6,2,3,3,On,0.561144839549003,1,Yes
11,0.39,6,2,3,3,On,0.834345186470078,1,Yes
12,0.39,6,2,3,3,On,0.793581960104076,1,Yes
13,0.39,6,2,3,3,On,0.91153512575889,1,Yes
14,0.39,6,2,3,3,On,0.92714657415438,1,Yes
15,0.39,6,2,3,3,On,0.841283607979185,1,Yes
1,0.39,6,2,3,3,Off,0.25889477668433,1,Yes
2,0.39,6,2,3,3,Off,0.461014383043149,1,Yes
3,0.39,6,2,3,3,Off,0.802422407267222,1,Yes
4,0.39,6,2,3,3,Off,0.80772142316427,1,Yes
5,0.39,6,2,3,3,Off,0.106737320211961,1,Yes
6,0.39,6,2,3,3,Off,0.629068887206662,1,Yes
7,0.39,6,2,3,3,Off,0.510976532929599,1,Yes
8,0.39,6,2,3,3,Off,0.582134746404239,1,Yes
9,0.39,6,2,3,3,Off,0.466313398940197,1,Yes
10,0.39,6,2,3,3,Off,0.0711582134746404,1,Yes
11,0.39,6,2,3,3,Off,0.763058289174868,1,Yes
12,0.39,6,2,3,3,Off,0.476911430734292,1,Yes
13,0.39,6,2,3,3,Off,0.616956850870553,1,Yes
14,0.39,6,2,3,3,Off,0.575321725965178,1,Yes
15,0.39,6,2,3,3,Off,0.651778955336866,1,Yes
1,0.39,6,2,3,4,On,0.195164075993092,1,Yes
2,0.39,6,2,3,4,On,0.706390328151986,1,Yes
3,0.39,6,2,3,4,On,0.40846286701209,1,Yes
4,0.39,6,2,3,4,On,0.348877374784111,1,Yes
5,0.39,6,2,3,4,On,0.64594127806563,1,Yes
6,0.39,6,2,3,4,On,0.278065630397237,1,Yes
7,0.39,6,2,3,4,On,0.126079447322971,1,Yes
8,0.39,6,2,3,4,On,0.64853195164076,1,Yes
9,0.39,6,2,3,4,On,0.598445595854922,1,Yes
10,0.39,6,2,3,4,On,0.468048359240069,1,Yes
11,0.39,6,2,3,4,On,0.92573402417962,1,Yes
12,0.39,6,2,3,4,On,0.592400690846287,1,Yes
13,0.39,6,2,3,4,On,0.791018998272884,1,Yes
14,0.39,6,2,3,4,On,0.860967184801382,1,Yes
15,0.39,6,2,3,4,On,0.754749568221071,1,Yes
1,0.39,6,2,3,4,Off,0.416541353383459,1,Yes
2,0.39,6,2,3,4,Off,0.453383458646617,1,Yes
3,0.39,6,2,3,4,Off,0.542105263157895,1,Yes
4,0.39,6,2,3,4,Off,0.472932330827068,1,Yes
5,0.39,6,2,3,4,Off,0.493233082706767,1,Yes
6,0.39,6,2,3,4,Off,0.408270676691729,1,Yes
7,0.39,6,2,3,4,Off,0.269172932330827,1,Yes
8,0.39,6,2,3,4,Off,0.63609022556391,1,Yes
9,0.39,6,2,3,4,Off,0.526315789473684,1,Yes
10,0.39,6,2,3,4,Off,0.0,1,Yes
11,0.39,6,2,3,4,Off,0.420300751879699,1,Yes
12,0.39,6,2,3,4,Off,0.0706766917293233,1,Yes
13,0.39,6,2,3,4,Off,0.63984962406015,1,Yes
14,0.39,6,2,3,4,Off,1.0,1,Yes
15,0.39,6,2,3,4,Off,0.881954887218045,1,Yes
