Flynum,Concentration,Cohort,Trial,Batch,Odor,Occupancy,Day,FlyIDConstant
9,0.39,3,2,2,Off,0.454878048780488,2,Yes
10,0.39,3,2,2,Off,0.441463414634146,2,Yes
11,0.39,3,2,2,Off,0.445121951219512,2,Yes
12,0.39,3,2,2,Off,0.471951219512195,2,Yes
13,0.39,3,2,2,Off,0.421951219512195,2,Yes
14,0.39,3,2,2,Off,0.385365853658537,2,Yes
15,0.39,3,2,2,Off,0.452439024390244,2,Yes
1,0.39,3,2,3,On,0.0124826629680999,2,Yes
2,0.39,3,2,3,On,0.460471567267684,2,Yes
3,0.39,3,2,3,On,0.460471567267684,2,Yes
4,0.39,3,2,3,On,0.500693481276006,2,Yes
5,0.39,3,2,3,On,0.373092926490985,2,Yes
6,0.39,3,2,3,On,0.507628294036061,2,Yes
7,0.39,3,2,3,On,0.252427184466019,2,Yes
8,0.39,3,2,3,On,0.299583911234397,2,Yes
9,0.39,3,2,3,On,0.87378640776699,2,Yes
10,0.39,3,2,3,On,0.324549237170596,2,Yes
11,0.39,3,2,3,On,0.192787794729542,2,Yes
12,0.39,3,2,3,On,0.219140083217753,2,Yes
13,0.39,3,2,3,On,0.155339805825243,2,Yes
14,0.39,3,2,3,On,0.381414701803051,2,Yes
15,0.39,3,2,3,On,0.145631067961165,2,Yes
1,0.39,3,2,3,Off,0.45358401880141,2,Yes
2,0.39,3,2,3,Off,0.439482961222092,2,Yes
3,0.39,3,2,3,Off,0.470035252643948,2,Yes
4,0.39,3,2,3,Off,0.446533490011751,2,Yes
5,0.39,3,2,3,Off,0.517038777908343,2,Yes
6,0.39,3,2,3,Off,0.406580493537015,2,Yes
7,0.39,3,2,3,Off,0.500587544065805,2,Yes
8,0.39,3,2,3,Off,0.553466509988249,2,Yes
9,0.39,3,2,3,Off,0.612220916568743,2,Yes
10,0.39,3,2,3,Off,0.592244418331375,2,Yes
11,0.39,3,2,3,Off,0.371327849588719,2,Yes
12,0.39,3,2,3,Off,0.488836662749706,2,Yes
13,0.39,3,2,3,Off,0.45593419506463,2,Yes
14,0.39,3,2,3,Off,0.497062279670975,2,Yes
15,0.39,3,2,3,Off,0.116333725029377,2,Yes
1,0.39,3,2,4,On,1.0,2,Yes
2,0.39,3,2,4,On,0.681818181818182,2,Yes
3,0.39,3,2,4,On,0.333333333333333,2,Yes
4,0.39,3,2,4,On,0.296143250688705,2,Yes
5,0.39,3,2,4,On,0.271349862258953,2,Yes
6,0.39,3,2,4,On,0.557851239669422,2,Yes
7,0.39,3,2,4,On,0.151515151515152,2,Yes
8,0.39,3,2,4,On,0.634986225895317,2,Yes
9,0.39,3,2,4,On,0.391184573002755,2,Yes
10,0.39,3,2,4,On,0.275482093663912,2,Yes
11,0.39,3,2,4,On,0.0179063360881543,2,Yes
12,0.39,3,2,4,On,0.50137741046832,2,Yes
13,0.39,3,2,4,On,0.546831955922865,2,Yes
14,0.39,3,2,4,On,0.400826446280992,2,Yes
15,0.39,3,2,4,On,0.573002754820937,2,Yes
1,0.39,3,2,4,Off,1.0,2,Yes
2,0.39,3,2,4,Off,0.492227979274611,2,Yes
3,0.39,3,2,4,Off,0.501295336787565,2,Yes
4,0.39,3,2,4,Off,0.559585492227979,2,Yes
5,0.39,3,2,4,Off,0.400259067357513,2,Yes
6,0.39,3,2,4,Off,0.55440414507772,2,Yes
7,0.39,3,2,4,Off,0.494818652849741,2,Yes
8,0.39,3,2,4,Off,0.533678756476684,2,Yes
9,0.39,3,2,4,Off,0.49740932642487,2,Yes
10,0.39,3,2,4,Off,0.610103626943005,2,Yes
11,0.39,3,2,4,Off,0.409326424870466,2,Yes
12,0.39,3,2,4,Off,0.510362694300518,2,Yes
13,0.39,3,2,4,Off,0.060880829015544,2,Yes
14,0.39,3,2,4,Off,0.528497409326425,2,Yes
15,0.39,3,2,4,Off,0.518134715025907,2,Yes
1,0.39,3,3,1,On,0.653950953678474,2,Yes
2,0.39,3,3,1,On,0.568119891008174,2,Yes
3,0.39,3,3,1,On,0.359673024523161,2,Yes
4,0.39,3,3,1,On,0.119891008174387,2,Yes
5,0.39,3,3,1,On,0.283378746594005,2,Yes
6,0.39,3,3,1,On,0.269754768392371,2,Yes
7,0.39,3,3,1,On,1.0,2,Yes
8,0.39,3,3,1,On,0.769754768392371,2,Yes
9,0.39,3,3,1,On,0.452316076294278,2,Yes
10,0.39,3,3,1,On,0.448228882833787,2,Yes
11,0.39,3,3,1,On,0.788828337874659,2,Yes
12,0.39,3,3,1,On,0.336512261580381,2,Yes
13,0.39,3,3,1,On,0.634877384196185,2,Yes
14,0.39,3,3,1,On,0.592643051771117,2,Yes
15,0.39,3,3,1,On,0.0313351498637602,2,Yes
1,0.39,3,3,1,Off,0.431654676258993,2,Yes
2,0.39,3,3,1,Off,0.482014388489209,2,Yes
3,0.39,3,3,1,Off,0.539568345323741,2,Yes
4,0.39,3,3,1,Off,0.197841726618705,2,Yes
5,0.39,3,3,1,Off,0.522781774580336,2,Yes
6,0.39,3,3,1,Off,0.755395683453237,2,Yes
7,0.39,3,3,1,Off,0.517985611510791,2,Yes
8,0.39,3,3,1,Off,0.550359712230216,2,Yes
9,0.39,3,3,1,Off,0.447242206235012,2,Yes
10,0.39,3,3,1,Off,0.633093525179856,2,Yes
11,0.39,3,3,1,Off,0.581534772182254,2,Yes
12,0.39,3,3,1,Off,0.496402877697842,2,Yes
13,0.39,3,3,1,Off,0.569544364508393,2,Yes
14,0.39,3,3,1,Off,0.544364508393285,2,Yes
15,0.39,3,3,1,Off,0.303357314148681,2,Yes
1,0.39,3,3,2,On,0.119549929676512,2,Yes
2,0.39,3,3,2,On,0.741209563994374,2,Yes
3,0.39,3,3,2,On,0.49929676511955,2,Yes
4,0.39,3,3,2,On,0.0084388185654008,2,Yes
5,0.39,3,3,2,On,0.624472573839662,2,Yes
6,0.39,3,3,2,On,0.291139240506329,2,Yes
7,0.39,3,3,2,On,0.490857946554149,2,Yes
8,0.39,3,3,2,On,0.684950773558369,2,Yes
9,0.39,3,3,2,On,0.167369901547117,2,Yes
10,0.39,3,3,2,On,0.430379746835443,2,Yes
11,0.39,3,3,2,On,0.542897327707454,2,Yes
12,0.39,3,3,2,On,0.254571026722925,2,Yes
13,0.39,3,3,2,On,0.417721518987342,2,Yes
14,0.39,3,3,2,On,0.0421940928270042,2,Yes
15,0.39,3,3,2,On,0.167369901547117,2,Yes
1,0.39,3,3,2,Off,0.451027811366385,2,Yes
2,0.39,3,3,2,Off,0.499395405078597,2,Yes
3,0.39,3,3,2,Off,0.541717049576784,2,Yes
4,0.39,3,3,2,Off,0.510278113663845,2,Yes
5,0.39,3,3,2,Off,0.496977025392987,2,Yes
6,0.39,3,3,2,Off,0.541717049576784,2,Yes
7,0.39,3,3,2,Off,0.559854897218863,2,Yes
8,0.39,3,3,2,Off,0.503022974607013,2,Yes
9,0.39,3,3,2,Off,0.441354292623942,2,Yes
10,0.39,3,3,2,Off,0.505441354292624,2,Yes
11,0.39,3,3,2,Off,0.438935912938331,2,Yes
12,0.39,3,3,2,Off,0.313180169286578,2,Yes
13,0.39,3,3,2,Off,0.627569528415961,2,Yes
14,0.39,3,3,2,Off,0.461910519951632,2,Yes
15,0.39,3,3,2,Off,0.304715840386941,2,Yes
1,0.39,3,3,3,On,0.276881720430108,2,Yes
2,0.39,3,3,3,On,0.14247311827957,2,Yes
3,0.39,3,3,3,On,0.481182795698925,2,Yes
4,0.39,3,3,3,On,0.469086021505376,2,Yes
5,0.39,3,3,3,On,0.495967741935484,2,Yes
6,0.39,3,3,3,On,0.31989247311828,2,Yes
7,0.39,3,3,3,On,0.529569892473118,2,Yes
8,0.39,3,3,3,On,0.337365591397849,2,Yes
9,0.39,3,3,3,On,0.706989247311828,2,Yes
10,0.39,3,3,3,On,0.372311827956989,2,Yes
11,0.39,3,3,3,On,0.509408602150538,2,Yes
12,0.39,3,3,3,On,0.0806451612903226,2,Yes
13,0.39,3,3,3,On,0.23252688172043,2,Yes
14,0.39,3,3,3,On,0.404569892473118,2,Yes
15,0.39,3,3,3,On,0.0900537634408602,2,Yes
1,0.39,3,3,3,Off,0.297076023391813,2,Yes
2,0.39,3,3,3,Off,0.414035087719298,2,Yes
3,0.39,3,3,3,Off,0.611695906432749,2,Yes
4,0.39,3,3,3,Off,0.567251461988304,2,Yes
5,0.39,3,3,3,Off,0.505263157894737,2,Yes
6,0.39,3,3,3,Off,0.501754385964912,2,Yes
7,0.39,3,3,3,Off,0.453801169590643,2,Yes
8,0.39,3,3,3,Off,0.44093567251462,2,Yes
9,0.39,3,3,3,Off,0.557894736842105,2,Yes
10,0.39,3,3,3,Off,0.478362573099415,2,Yes
11,0.39,3,3,3,Off,0.661988304093567,2,Yes
12,0.39,3,3,3,Off,0.43625730994152,2,Yes
13,0.39,3,3,3,Off,0.294736842105263,2,Yes
14,0.39,3,3,3,Off,0.512280701754386,2,Yes
15,0.39,3,3,3,Off,0.126315789473684,2,Yes
1,0.39,3,3,4,On,1.0,2,Yes
2,0.39,3,3,4,On,0.6490727532097,2,Yes
3,0.39,3,3,4,On,0.455064194008559,2,Yes
4,0.39,3,3,4,On,0.425106990014265,2,Yes
5,0.39,3,3,4,On,0.492154065620542,2,Yes
6,0.39,3,3,4,On,0.81169757489301,2,Yes
7,0.39,3,3,4,On,0.497860199714693,2,Yes
8,0.39,3,3,4,On,0.223965763195435,2,Yes
9,0.39,3,3,4,On,0.459343794579173,2,Yes
10,0.39,3,3,4,On,0.400855920114123,2,Yes
11,0.39,3,3,4,On,0.119828815977175,2,Yes
12,0.39,3,3,4,On,0.238231098430813,2,Yes
13,0.39,3,3,4,On,0.165477888730385,2,Yes
14,0.39,3,3,4,On,0.476462196861626,2,Yes
15,0.39,3,3,4,On,0.0613409415121255,2,Yes
1,0.39,3,3,4,Off,0.647348951911221,2,Yes
2,0.39,3,3,4,Off,0.43403205918619,2,Yes
3,0.39,3,3,4,Off,0.456226880394575,2,Yes
4,0.39,3,3,4,Off,0.595561035758323,2,Yes
5,0.39,3,3,4,Off,0.447595561035758,2,Yes
6,0.39,3,3,4,Off,0.401972872996301,2,Yes
7,0.39,3,3,4,Off,0.822441430332922,2,Yes
8,0.39,3,3,4,Off,0.535141800246609,2,Yes
9,0.39,3,3,4,Off,0.545006165228113,2,Yes
10,0.39,3,3,4,Off,0.753390875462392,2,Yes
11,0.39,3,3,4,Off,0.360049321824908,2,Yes
12,0.39,3,3,4,Off,0.171393341553637,2,Yes
13,0.39,3,3,4,Off,0.394574599260173,2,Yes
14,0.39,3,3,4,Off,0.44019728729963,2,Yes
15,0.39,3,3,4,Off,0.38964241676942,2,Yes
